,last_name,first_name,birthday,type,state,district,party,url,phone,contact_form,twitter,facebook,id,sample,votes_with_party_pct,dw_nominate
162,Jones,Walter,2/10/1943,rep,NC,3,Republican,https://jones.house.gov,202-225-3415,,RepWalterJones,15083070102,J000255,1,91.05,
163,Jordan,Jim,2/17/1964,rep,OH,4,Republican,https://jordan.house.gov,202-225-2676,,Jim_Jordan,repjimjordan,J000289,1,89.85,
164,Kaptur,Marcy,6/17/1946,rep,OH,9,Democrat,https://kaptur.house.gov,202-225-4146,,RepMarcyKaptur,RepresentativeMarcyKaptur,K000009,1,86.38,
165,Keating,William,9/6/1952,rep,MA,9,Democrat,https://keating.house.gov,202-225-3111,,USRepKeating,Congressman.Keating,K000375,1,91.78,
166,Kelly,Mike,5/10/1948,rep,PA,3,Republican,https://kelly.house.gov,202-225-5406,,MikeKellyPA,1.91E+14,K000376,1,93,
167,Kind,Ron,3/16/1963,rep,WI,3,Democrat,https://kind.house.gov,202-225-5506,,RepRonKind,repronkind,K000188,1,84.6,
168,King,Peter,4/5/1944,rep,NY,2,Republican,https://peteking.house.gov,202-225-7896,,RepPeteKing,,K000210,1,87.07,
169,King,Steve,5/28/1949,rep,IA,4,Republican,https://steveking.house.gov,202-225-4426,,SteveKingIA,stevekingia,K000362,1,93.88,
170,Kinzinger,Adam,2/27/1978,rep,IL,16,Republican,https://kinzinger.house.gov,202-225-3635,,RepKinzinger,RepKinzinger,K000378,1,90.9,
171,Labrador,Raí_l,12/8/1967,rep,ID,1,Republican,https://labrador.house.gov,202-225-6611,,Raul_Labrador,raul.r.labrador,L000573,1,88.97,
172,Lamborn,Doug,5/24/1954,rep,CO,5,Republican,https://lamborn.house.gov,202-225-4422,,RepDLamborn,CongressmanDougLamborn,L000564,1,89.34,
173,Lance,Leonard,6/25/1952,rep,NJ,7,Republican,https://lance.house.gov,202-225-5361,,RepLanceNJ7,CongressmanLance,L000567,1,90.55,
174,Langevin,James,4/22/1964,rep,RI,2,Democrat,https://langevin.house.gov,202-225-2735,,JimLangevin,CongressmanJimLangevin,L000559,1,91.35,
175,Lankford,James,3/4/1968,sen,OK,,Republican,https://www.lankford.senate.gov,202-224-5754,http://www.lankford.senate.gov/contact/email,SenatorLankford,SenatorLankford,L000575,1,87.82,
176,Larsen,Rick,6/15/1965,rep,WA,2,Democrat,https://larsen.house.gov,202-225-2605,,RepRickLarsen,RepRickLarsen,L000560,1,84.84,
177,Larson,John,7/22/1948,rep,CT,1,Democrat,https://larson.house.gov,202-225-2265,,RepJohnLarson,RepJohnLarson,L000557,1,93.68,
178,Latta,Robert,4/18/1956,rep,OH,5,Republican,https://latta.house.gov,202-225-6405,,BobLatta,boblatta,L000566,1,96.21,
179,Leahy,Patrick,3/31/1940,sen,VT,,Democrat,https://www.leahy.senate.gov,202-224-4242,https://www.leahy.senate.gov/contact/,SenatorLeahy,SenatorPatrickLeahy,L000174,1,,
180,Lee,Barbara,7/16/1946,rep,CA,13,Democrat,https://lee.house.gov,202-225-2661,,RepBarbaraLee,RepBarbaraLee,L000551,1,85.62,
181,Lee,Mike,6/4/1971,sen,UT,,Republican,https://www.lee.senate.gov/public,202-224-5444,https://www.lee.senate.gov/public/index.cfm/contact,SenMikeLee,senatormikelee,L000577,1,73.21,
182,Levin,Sander,9/6/1931,rep,MI,9,Democrat,https://levin.house.gov,202-225-4961,,RepSandyLevin,RepSandyLevin,L000263,1,89.58,
183,Lewis,John,2/21/1940,rep,GA,5,Democrat,https://johnlewis.house.gov,202-225-3801,,RepJohnLewis,RepJohnLewis,L000287,1,88.1,
184,Lipinski,Daniel,7/15/1966,rep,IL,3,Democrat,https://lipinski.house.gov,202-225-5701,,RepLipinski,repdanlipinski,L000563,1,90.44,
185,LoBiondo,Frank,5/12/1946,rep,NJ,2,Republican,https://lobiondo.house.gov,202-225-6572,,RepLoBiondo,FrankLoBiondo,L000554,1,82.61,
186,Loebsack,David,12/23/1952,rep,IA,2,Democrat,https://loebsack.house.gov,202-225-6576,,DaveLoebsack,DaveLoebsack,L000565,1,96.65,
187,Lofgren,Zoe,12/21/1947,rep,CA,19,Democrat,https://lofgren.house.gov,202-225-3072,,RepZoeLofgren,zoelofgren,L000397,1,86.19,
188,Long,Billy,8/11/1955,rep,MO,7,Republican,https://long.house.gov,202-225-6536,,USRepLong,Rep.Billy.Long,L000576,1,93.44,
189,Lowey,Nita,7/5/1937,rep,NY,17,Democrat,https://lowey.house.gov,202-225-6506,,NitaLowey,RepLowey,L000480,1,89.38,
190,Lucas,Frank,1/6/1960,rep,OK,3,Republican,https://lucas.house.gov,202-225-5565,,RepFrankLucas,RepFrankLucas,L000491,1,90.45,
191,Luetkemeyer,Blaine,5/7/1952,rep,MO,3,Republican,https://luetkemeyer.house.gov,202-225-2956,,RepBlainePress,BlaineLuetkemeyer,L000569,1,96.21,
192,Luj?n,Ben,6/7/1972,rep,NM,3,Democrat,https://lujan.house.gov,202-225-6190,,RepBenRayLujan,RepBenRayLujan,L000570,1,98.6,
193,Lynch,Stephen,3/31/1955,rep,MA,8,Democrat,https://lynch.house.gov,202-225-8273,,RepStephenLynch,repstephenlynch,L000562,1,92.93,
194,Maloney,Carolyn,2/19/1946,rep,NY,12,Democrat,https://maloney.house.gov,202-225-7944,,RepMaloney,RepCarolynMaloney,M000087,1,89.09,
195,Marchant,Kenny,2/23/1951,rep,TX,24,Republican,https://marchant.house.gov,202-225-6605,,RepKenMarchant,RepKennyMarchant,M001158,1,93.87,
196,Marino,Tom,8/15/1952,rep,PA,10,Republican,https://marino.house.gov,202-225-3731,,RepTomMarino,CongressmanMarino,M001179,1,94.16,
197,Markey,Edward,7/11/1946,sen,MA,,Democrat,https://www.markey.senate.gov,202-224-2742,https://www.markey.senate.gov/contact,SenMarkey,EdJMarkey,M000133,1,98.52,-0.577
198,Matsui,Doris,9/25/1944,rep,CA,6,Democrat,http://matsui.house.gov,202-225-7163,,DorisMatsui,doris.matsui,M001163,1,95.42,
199,McCain,John,8/29/1936,sen,AZ,,Republican,https://www.mccain.senate.gov,202-224-2235,https://www.mccain.senate.gov/public/index.cfm/contact-form,SenJohnMcCain,johnmccain,M000303,1,,
200,McCarthy,Kevin,1/26/1965,rep,CA,23,Republican,https://kevinmccarthy.house.gov,202-225-2915,,GOPLeader,CongressmanKevinMcCarthy,M001165,1,94.12,
201,McCaul,Michael,1/14/1962,rep,TX,10,Republican,https://mccaul.house.gov,202-225-2401,,RepMcCaul,michaeltmccaul,M001157,1,94.63,
202,McClintock,Tom,7/10/1956,rep,CA,4,Republican,https://mcclintock.house.gov,202-225-2511,,RepMcClintock,81125319109,M001177,1,89.73,
203,McCollum,Betty,7/12/1954,rep,MN,4,Democrat,https://mccollum.house.gov,202-225-6631,,BettyMcCollum04,repbettymccollum,M001143,1,94.82,
204,McGovern,James,11/20/1959,rep,MA,2,Democrat,https://mcgovern.house.gov,202-225-6101,,RepMcGovern,RepJimMcGovern,M000312,1,88.67,
205,McHenry,Patrick,10/22/1975,rep,NC,10,Republican,https://mchenry.house.gov,202-225-2576,,PatrickMcHenry,CongressmanMcHenry,M001156,1,90.6,
206,McKinley,David,3/28/1947,rep,WV,1,Republican,https://mckinley.house.gov,202-225-4172,,RepMcKinley,RepMcKinley,M001180,1,89.34,
207,McMorris Rodgers,Cathy,5/22/1969,rep,WA,5,Republican,https://mcmorris.house.gov,202-225-2006,,CathyMcMorris,mcmorrisrodgers,M001159,1,94.76,
208,McNerney,Jerry,6/18/1951,rep,CA,9,Democrat,https://mcnerney.house.gov,202-225-1947,,RepMcNerney,jerrymcnerney,M001166,1,93.52,
209,Meehan,Patrick,10/20/1955,rep,PA,7,Republican,https://meehan.house.gov,202-225-2011,,RepMeehan,CongressmanPatrickMeehan,M001181,1,86.07,
210,Meeks,Gregory,9/25/1953,rep,NY,5,Democrat,https://meeks.house.gov,202-225-3461,,GregoryMeeks,gregorymeeksny05,M001137,1,88.29,
211,Moore,Gwen,4/18/1951,rep,WI,4,Democrat,https://gwenmoore.house.gov,202-225-4572,,RepGwenMoore,GwenSMoore,M001160,1,92.61,
212,Moran,Jerry,5/29/1954,sen,KS,,Republican,https://www.moran.senate.gov,202-224-6521,https://www.moran.senate.gov/public/index.cfm/e-mail-jerry,JerryMoran,jerrymoran,M000934,1,83.33,
213,Murkowski,Lisa,5/22/1957,sen,AK,,Republican,https://www.murkowski.senate.gov,202-224-6665,https://www.murkowski.senate.gov/public/index.cfm/contact,LisaMurkowski,SenLisaMurkowski,M001153,1,,
214,Murphy,Christopher,8/3/1973,sen,CT,,Democrat,https://www.murphy.senate.gov,202-224-4041,http://www.murphy.senate.gov/contact,senmurphyoffice,chrismurphyct,M001169,1,98.01,-0.589
215,Murphy,Tim,9/11/1952,rep,PA,18,Republican,https://murphy.house.gov,202-225-2301,,RepTimMurphy,reptimmurphy,M001151,1,96.12,
216,Murray,Patty,10/11/1950,sen,WA,,Democrat,https://www.murray.senate.gov/public,202-224-2621,http://www.murray.senate.gov/public/index.cfm/contactme,PattyMurray,,M001111,1,92.29,
217,Nadler,Jerrold,6/13/1947,rep,NY,10,Democrat,https://nadler.house.gov,202-225-5635,,RepJerryNadler,CongressmanNadler,N000002,1,84.13,
218,Napolitano,Grace,12/4/1936,rep,CA,32,Democrat,https://napolitano.house.gov,202-225-5256,,GraceNapolitano,RepGraceNapolitano,N000179,1,94.05,
219,Neal,Richard,2/14/1949,rep,MA,1,Democrat,https://neal.house.gov,202-225-5601,,RepRichardNeal,reprichardneal,N000015,1,87.29,
220,Noem,Kristi,11/30/1971,rep,SD,0,Republican,https://noem.house.gov,202-225-2801,,RepKristiNoem,,N000184,1,93.77,
221,Norton,Eleanor,6/13/1937,rep,DC,0,Democrat,https://norton.house.gov,202-225-8050,,EleanorNorton,CongresswomanNorton,N000147,1,,
222,Nunes,Devin,10/1/1973,rep,CA,22,Republican,https://nunes.house.gov,202-225-2523,,RepDevinNunes,,N000181,1,96.74,
223,Olson,Pete,12/9/1962,rep,TX,22,Republican,https://olson.house.gov,202-225-5951,,RepPeteOlson,Rep.PeteOlson,O000168,1,94.96,
224,Palazzo,Steven,2/21/1970,rep,MS,4,Republican,https://palazzo.house.gov,202-225-5772,,CongPalazzo,stevenpalazzo,P000601,1,94.71,
225,Pallone,Frank,10/30/1951,rep,NJ,6,Democrat,https://pallone.house.gov,202-225-4671,,FrankPallone,repfrankpallone,P000034,1,77.59,
226,Pascrell,Bill,1/25/1937,rep,NJ,9,Democrat,https://pascrell.house.gov,202-225-5751,,BillPascrell,pascrell,P000096,1,83.71,
227,Paul,Rand,1/7/1963,sen,KY,,Republican,https://www.paul.senate.gov,202-224-4343,https://www.paul.senate.gov/connect/email-rand,,SenatorRandPaul,P000603,1,72.53,
228,Paulsen,Erik,5/14/1965,rep,MN,3,Republican,https://paulsen.house.gov,202-225-2871,,RepErikPaulsen,CongressmanErikPaulsen,P000594,1,92.97,
229,Pearce,Stevan,8/24/1947,rep,NM,2,Republican,https://pearce.house.gov,202-225-2365,,RepStevePearce,RepStevePearce,P000588,1,96.12,
230,Pelosi,Nancy,3/26/1940,rep,CA,12,Democrat,https://pelosi.house.gov,202-225-4965,,NancyPelosi,NancyPelosi,P000197,1,87.93,
231,Perlmutter,Ed,5/1/1953,rep,CO,7,Democrat,https://perlmutter.house.gov,202-225-2645,,RepPerlmutter,RepPerlmutter,P000593,1,96.05,
232,Peters,Gary,12/1/1958,sen,MI,,Democrat,https://www.peters.senate.gov,202-224-6221,https://www.peters.senate.gov/contact/email-gary,SenGaryPeters,SenGaryPeters,P000595,1,95.35,
233,Peterson,Collin,6/29/1944,rep,MN,7,Democrat,https://collinpeterson.house.gov,202-225-2165,,,,P000258,1,80.85,
234,Pingree,Chellie,4/2/1955,rep,ME,1,Democrat,https://pingree.house.gov,202-225-6116,,ChelliePingree,ChelliePingree,P000597,1,97.36,
235,Poe,Ted,9/10/1948,rep,TX,2,Republican,https://poe.house.gov,202-225-6565,,JudgeTedPoe,1.07E+14,P000592,1,88.64,
236,Polis,Jared,5/12/1975,rep,CO,2,Democrat,https://polis.house.gov,202-225-2161,,RepJaredPolis,jaredpolis,P000598,1,96.62,
237,Portman,Robert,12/19/1955,sen,OH,,Republican,https://www.portman.senate.gov,202-224-3353,https://www.portman.senate.gov/public/index.cfm/contact?p=contact-form,SenRobPortman,senrobportman,P000449,1,89.63,
238,Posey,Bill,12/18/1947,rep,FL,8,Republican,https://posey.house.gov,202-225-3671,,CongBillPosey,bill.posey15,P000599,1,93.16,
239,Price,David,8/17/1940,rep,NC,4,Democrat,https://price.house.gov,202-225-1784,,RepDavidEPrice,RepDavidEPrice,P000523,1,87.86,
240,Quigley,Mike,10/17/1958,rep,IL,5,Democrat,https://quigley.house.gov,202-225-4061,,RepMikeQuigley,repmikequigley,Q000023,1,96.61,
241,Reed,Tom,11/18/1971,rep,NY,23,Republican,https://reed.house.gov,202-225-3161,,RepTomReed,RepTomReed,R000585,1,94.12,
242,Reichert,David,8/29/1950,rep,WA,8,Republican,https://reichert.house.gov,202-225-7761,,DaveReichert,repdavereichert,R000578,1,89.86,
243,Renacci,James,12/3/1958,rep,OH,16,Republican,https://renacci.house.gov,202-225-3876,,RepJimRenacci,repjimrenacci,R000586,1,91.07,
244,Richmond,Cedric,9/13/1973,rep,LA,2,Democrat,https://richmond.house.gov,202-225-6636,,RepRichmond,RepRichmond,R000588,1,90.67,
245,Roby,Martha,7/27/1976,rep,AL,2,Republican,https://roby.house.gov,202-225-2901,,RepMarthaRoby,Representative.Martha.Roby,R000591,1,93.66,
246,Roe,David,7/21/1945,rep,TN,1,Republican,https://roe.house.gov,202-225-6356,,DrPhilRoe,DrPhilRoe,R000582,1,95.67,
247,Rogers,Harold,12/31/1937,rep,KY,5,Republican,https://halrogers.house.gov,202-225-4601,,RepHalRogers,CongressmanHalRogers,R000395,1,80.4,
248,Rogers,Mike,7/16/1958,rep,AL,3,Republican,https://mikerogers.house.gov,202-225-3261,,RepMikeRogersAL,CongressmanMikeDRogers,R000575,1,96.25,
249,Rohrabacher,Dana,6/21/1947,rep,CA,48,Republican,https://rohrabacher.house.gov,202-225-2415,,reprohrabacher,RepRohrabacher,R000409,1,81.28,
250,Rokita,Todd,2/9/1970,rep,IN,4,Republican,http://rokita.house.gov,202-225-5037,,ToddRokita,RepToddRokita,R000592,1,93.89,
251,Rooney,Thomas,11/21/1970,rep,FL,17,Republican,https://rooney.house.gov,202-225-5792,,TomRooney,reptomrooney,R000583,1,93.2,
252,Ros-Lehtinen,Ileana,7/15/1952,rep,FL,27,Republican,https://ros-lehtinen.house.gov,202-225-3931,,RosLehtinen,iroslehtinen,R000435,1,77.53,
253,Roskam,Peter,9/13/1961,rep,IL,6,Republican,https://roskam.house.gov,202-225-4561,,PeterRoskam,PeterRoskam,R000580,1,92.17,
254,Ross,Dennis,10/18/1959,rep,FL,15,Republican,https://dennisross.house.gov,202-225-1252,,RepDennisRoss,dennis.ross.376,R000593,1,94.19,
255,Roybal-Allard,Lucille,6/12/1941,rep,CA,40,Democrat,https://roybal-allard.house.gov,202-225-1766,,RepRoybalAllard,RepRoybalAllard,R000486,1,89.2,
256,Royce,Edward,10/12/1951,rep,CA,39,Republican,https://royce.house.gov,202-225-4111,,RepEdRoyce,EdRoyce,R000487,1,84.21,
257,Rubio,Marco,5/28/1971,sen,FL,,Republican,https://www.rubio.senate.gov,202-224-3041,http://www.rubio.senate.gov/public/index.cfm/contact,SenRubioPress,SenatorMarcoRubio,R000595,1,85.05,
258,Ruppersberger,C.,1/31/1946,rep,MD,2,Democrat,https://ruppersberger.house.gov,202-225-3061,,Call_Me_Dutch,DutchRupp,R000576,1,91.34,
259,Rush,Bobby,11/23/1946,rep,IL,1,Democrat,https://rush.house.gov,202-225-4372,,RepBobbyRush,congressmanbobbyrush,R000515,1,88.54,
260,Ryan,Paul,1/29/1970,rep,WI,1,Republican,https://paulryan.house.gov,202-225-3031,,SpeakerRyan,speakerryan,R000570,1,89.61,
261,Ryan,Tim,7/16/1973,rep,OH,13,Democrat,https://timryan.house.gov,202-225-5261,,RepTimRyan,timryan,R000577,1,93.27,
262,Sablan,Gregorio,1/19/1955,rep,MP,0,Democrat,https://sablan.house.gov,202-225-2646,,,1.53E+11,S001177,1,100,
263,Sarbanes,John,5/22/1962,rep,MD,3,Democrat,https://sarbanes.house.gov,202-225-4016,,RepSarbanes,RepSarbanes,S001168,1,98.17,
264,Scalise,Steve,10/6/1965,rep,LA,1,Republican,https://scalise.house.gov,202-225-3015,,SteveScalise,RepSteveScalise,S001176,1,93.6,
265,Schakowsky,Janice,5/26/1944,rep,IL,9,Democrat,https://schakowsky.house.gov,202-225-2111,,JanSchakowsky,janschakowsky,S001145,1,89.57,
266,Schiff,Adam,6/22/1960,rep,CA,28,Democrat,https://schiff.house.gov,202-225-4176,,RepAdamSchiff,RepAdamSchiff,S001150,1,91.69,
267,Schrader,Kurt,10/19/1951,rep,OR,5,Democrat,https://schrader.house.gov,202-225-5711,,RepSchrader,repschrader,S001180,1,96.32,
268,Schumer,Charles,11/23/1950,sen,NY,,Democrat,https://www.schumer.senate.gov,202-224-6542,https://www.schumer.senate.gov/contact/email-chuck,SenSchumer,senschumer,S000148,1,95.49,
269,Schweikert,David,3/3/1962,rep,AZ,6,Republican,https://schweikert.house.gov,202-225-2190,,RepDavid,repdavidschweikert,S001183,1,92.1,
270,Scott,Austin,12/10/1969,rep,GA,8,Republican,https://austinscott.house.gov,202-225-6531,,AustinScottGA08,RepAustinScott,S001189,1,94.39,
271,Scott,David,6/27/1945,rep,GA,13,Democrat,https://davidscott.house.gov,202-225-2939,,RepDavidScott,1.13E+11,S001157,1,87.08,
272,Scott,Robert,4/30/1947,rep,VA,3,Democrat,https://bobbyscott.house.gov,202-225-8351,,BobbyScott,RepBobbyScott,S000185,1,88.21,
273,Scott,Tim,9/19/1965,sen,SC,,Republican,https://www.scott.senate.gov,202-224-6121,https://www.scott.senate.gov/contact/email-me,SenatorTimScott,SenatorTimScott,S001184,1,90.61,0.777
274,Sensenbrenner,F.,6/14/1943,rep,WI,5,Republican,https://sensenbrenner.house.gov,202-225-5101,,JimPressOffice,RepSensenbrenner,S000244,1,75.16,
275,Serrano,Josí©,10/24/1943,rep,NY,15,Democrat,https://serrano.house.gov,202-225-4361,,RepJoseSerrano,RepJoseSerrano,S000248,1,87.23,
276,Sessions,Pete,3/22/1955,rep,TX,32,Republican,https://sessions.house.gov,202-225-2231,,PeteSessions,petesessions,S000250,1,90.51,
277,Sewell,Terri,1/1/1965,rep,AL,7,Democrat,https://sewell.house.gov,202-225-2665,,RepTerriSewell,RepSewell,S001185,1,90.69,
278,Shelby,Richard,5/6/1934,sen,AL,,Republican,https://www.shelby.senate.gov,202-224-5744,https://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby,SenShelby,RichardShelby,S000320,1,,
279,Sherman,Brad,10/24/1954,rep,CA,30,Democrat,https://sherman.house.gov,202-225-5911,,BradSherman,63158229861,S000344,1,83.28,
280,Shimkus,John,2/21/1958,rep,IL,15,Republican,https://shimkus.house.gov,202-225-5271,,RepShimkus,repshimkus,S000364,1,92.5,
281,Shuster,Bill,1/10/1961,rep,PA,9,Republican,https://shuster.house.gov,202-225-2431,,RepBillShuster,Rep.Shuster,S001154,1,79.64,
282,Simpson,Michael,9/8/1950,rep,ID,2,Republican,https://simpson.house.gov,202-225-5531,,CongMikeSimpson,96007744606,S001148,1,93.38,
283,Sires,Albio,1/26/1951,rep,NJ,8,Democrat,https://sires.house.gov,202-225-7919,,RepSires,81058818750,S001165,1,88.89,
284,Slaughter,Louise,8/14/2029,rep,NY,25,Democrat,https://louise.house.gov,202-225-3615,,LouiseSlaughter,RepLouiseSlaughter,S000480,1,90.45,
285,Smith,Adam,6/15/1965,rep,WA,9,Democrat,https://adamsmith.house.gov,202-225-8901,,RepAdamSmith,RepAdamSmith,S000510,1,85.27,
286,Smith,Adrian,12/19/1970,rep,NE,3,Republican,https://adriansmith.house.gov,202-225-6435,,RepAdrianSmith,,S001172,1,93.48,
287,Smith,Christopher,3/4/1953,rep,NJ,4,Republican,https://chrissmith.house.gov,202-225-3765,,RepChrisSmith,RepChrisSmith,S000522,1,69.93,
288,Smith,Lamar,11/19/1947,rep,TX,21,Republican,https://lamarsmith.house.gov,202-225-4236,,LamarSmithTX21,LamarSmithTX21,S000583,1,84.47,
289,Speier,Jackie,5/14/1950,rep,CA,14,Democrat,https://speier.house.gov,202-225-3531,,RepSpeier,JackieSpeier,S001175,1,98.12,
290,Stivers,Steve,3/24/1965,rep,OH,15,Republican,https://stivers.house.gov,202-225-2015,,RepSteveStivers,1.16E+14,S001187,1,90.3,
291,S?nchez,Linda,1/28/1969,rep,CA,38,Democrat,https://lindasanchez.house.gov,202-225-6676,,RepLindaSanchez,CongresswomanLindaSanchez,S001156,1,94.26,
292,Thompson,Bennie,1/28/1948,rep,MS,2,Democrat,https://benniethompson.house.gov,202-225-5876,,BennieGThompson,CongressmanBennieGThompson,T000193,1,89.25,
293,Thompson,Mike,1/24/1951,rep,CA,5,Democrat,https://mikethompson.house.gov,202-225-3311,,RepThompson,RepMikeThompson,T000460,1,86.62,
294,Thompson,Glenn,7/27/1959,rep,PA,5,Republican,https://thompson.house.gov,202-225-5121,,CongressmanGT,CongressmanGT,T000467,1,92.32,
295,Thornberry,Mac,7/15/1958,rep,TX,13,Republican,https://thornberry.house.gov,202-225-3706,,MacTXPress,repmacthornberry,T000238,1,93.49,
296,Thune,John,1/7/1961,sen,SD,,Republican,https://www.thune.senate.gov,202-224-2321,http://www.thune.senate.gov/public/index.cfm/contact,SenJohnThune,,T000250,1,91.24,
297,Tiberi,Patrick,10/21/1962,rep,OH,12,Republican,https://tiberi.house.gov,202-225-5355,,pattiberi,RepPatTiberi,T000462,1,95.03,
298,Tipton,Scott,11/9/1956,rep,CO,3,Republican,https://tipton.house.gov,202-225-4761,,RepTipton,CongressmanScottTipton,T000470,1,91.07,
299,Tonko,Paul,6/18/1949,rep,NY,20,Democrat,https://tonko.house.gov,202-225-5076,,RepPaulTonko,reppaultonko,T000469,1,98.23,
300,Toomey,Patrick,11/17/1961,sen,PA,,Republican,https://www.toomey.senate.gov,202-224-4254,https://www.toomey.senate.gov/?p=contact,SenToomey,senatortoomey,T000461,1,86.4,
301,Tsongas,Niki,4/26/1946,rep,MA,3,Democrat,https://tsongas.house.gov,202-225-3411,,NikiInTheHouse,RepTsongas,T000465,1,98.31,
302,Turner,Michael,1/11/1960,rep,OH,10,Republican,https://turner.house.gov,202-225-6465,,RepMikeTurner,RepMikeTurner,T000463,1,96.41,
303,Upton,Fred,4/23/1953,rep,MI,6,Republican,https://upton.house.gov,202-225-3761,,RepFredUpton,RepFredUpton,U000031,1,77.93,
304,Van Hollen,Chris,1/10/1959,sen,MD,,Democrat,https://www.vanhollen.senate.gov,202-224-4654,https://www.vanhollen.senate.gov/content/contact-senator,ChrisVanHollen,chrisvanhollen,V000128,1,95.13,-0.4
305,Vel?zquez,Nydia,3/28/1953,rep,NY,7,Democrat,https://velazquez.house.gov,202-225-2361,,NydiaVelazquez,8037068318,V000081,1,87.41,
306,Visclosky,Peter,8/13/1949,rep,IN,1,Democrat,https://visclosky.house.gov,202-225-2461,,RepVisclosky,repvisclosky,V000108,1,85.58,
307,Walberg,Tim,4/12/1951,rep,MI,7,Republican,https://walberg.house.gov,202-225-6276,,RepWalberg,RepWalberg,W000798,1,90.9,
308,Walden,Greg,1/10/1957,rep,OR,2,Republican,https://walden.house.gov,202-225-6730,,RepGregWalden,repgregwalden,W000791,1,93.34,
309,Walz,Timothy,4/6/1964,rep,MN,1,Democrat,https://walz.house.gov,202-225-2472,,RepTimWalz,,W000799,1,95.66,
310,Wasserman Schultz,Debbie,9/27/1966,rep,FL,23,Democrat,https://wassermanschultz.house.gov,202-225-7931,,RepDWStweets,RepDWS,W000797,1,93.33,
311,Waters,Maxine,8/15/1938,rep,CA,43,Democrat,https://waters.house.gov,202-225-2201,,RepMaxineWaters,MaxineWaters,W000187,1,84.09,
312,Webster,Daniel,4/27/1949,rep,FL,11,Republican,https://webster.house.gov,202-225-1002,,RepWebster,RepWebster,W000806,1,93.56,
313,Welch,Peter,5/2/1947,rep,VT,0,Democrat,https://welch.house.gov,202-225-4115,,PeterWelch,PeterWelch,W000800,1,96,
314,Wilson,Joe,7/31/1947,rep,SC,2,Republican,https://joewilson.house.gov,202-225-2452,,RepJoeWilson,JoeWilson,W000795,1,96.53,
315,Wilson,Frederica,11/5/1942,rep,FL,24,Democrat,https://wilson.house.gov,202-225-4506,,RepWilson,RepWilson,W000808,1,95.11,
316,Wittman,Robert,2/3/1959,rep,VA,1,Republican,https://wittman.house.gov,202-225-4261,,RobWittman,RepRobWittman,W000804,1,94.63,
317,Womack,Steve,2/18/1957,rep,AR,3,Republican,https://womack.house.gov,202-225-4301,,Rep_SteveWomack,RepSteveWomack,W000809,1,93.21,
318,Woodall,Rob,2/11/1970,rep,GA,7,Republican,https://woodall.house.gov,202-225-4272,,RepRobWoodall,RepRobWoodall,W000810,1,89.82,
319,Wyden,Ron,5/3/1949,sen,OR,,Democrat,https://www.wyden.senate.gov,202-224-5244,https://www.wyden.senate.gov/contact/,RonWyden,,W000779,1,88.47,
320,Yarmuth,John,11/4/1947,rep,KY,3,Democrat,https://yarmuth.house.gov,202-225-5401,,RepJohnYarmuth,2.14E+11,Y000062,1,96.83,
321,Yoder,Kevin,1/8/1976,rep,KS,3,Republican,https://yoder.house.gov,202-225-2865,,RepKevinYoder,CongressmanKevinYoder,Y000063,1,92.82,
322,Young,Don,6/9/1933,rep,AK,0,Republican,https://donyoung.house.gov,202-225-5765,,RepDonYoung,RepDonYoung,Y000033,1,78.02,
323,Young,Todd,8/24/1972,sen,IN,,Republican,https://www.young.senate.gov,202-224-5623,https://www.young.senate.gov/contact,SenToddYoung,SenatorToddYoung,Y000064,1,98.5,0.489
324,Heller,Dean,5/10/1960,sen,NV,,Republican,https://www.heller.senate.gov/public,202-224-6244,http://www.heller.senate.gov/public/index.cfm/contact-form,SenDeanHeller,SenDeanHeller,H001041,1,73.91,
325,Amodei,Mark,6/12/1958,rep,NV,2,Republican,https://amodei.house.gov,202-225-6155,,MarkAmodeiNV2,MarkAmodeiNV2,A000369,1,95.59,
326,Bonamici,Suzanne,10/14/1954,rep,OR,1,Democrat,https://bonamici.house.gov,202-225-0855,,RepBonamici,congresswomanbonamici,B001278,1,95.48,
327,DelBene,Suzan,2/17/1962,rep,WA,1,Democrat,https://delbene.house.gov,202-225-6311,,RepDelBene,RepDelBene,D000617,1,98.18,
328,Massie,Thomas,1/13/1971,rep,KY,4,Republican,https://massie.house.gov,202-225-3465,,RepThomasMassie,RepThomasMassie,M001184,1,70.91,
329,Payne,Donald,12/17/1958,rep,NJ,10,Democrat,https://payne.house.gov,202-225-3436,,RepDonaldPayne,DonaldPayneJr,P000604,1,98.11,
330,Schatz,Brian,10/20/1972,sen,HI,,Democrat,https://www.schatz.senate.gov,202-224-3934,https://www.schatz.senate.gov/contact,SenBrianSchatz,SenBrianSchatz,S001194,1,95,
331,Foster,Bill,10/7/1955,rep,IL,11,Democrat,https://foster.house.gov,202-225-3515,,RepBillFoster,CongressmanBillFoster,F000454,1,94.54,
332,Titus,Dina,5/23/1950,rep,NV,1,Democrat,https://titus.house.gov,202-225-5965,,RepDinaTitus,CongresswomanTitus,T000468,1,96.52,
333,Cotton,Tom,5/13/1977,sen,AR,,Republican,https://www.cotton.senate.gov,202-224-2353,http://www.cotton.senate.gov/?p=contact,SenTomCotton,SenatorTomCotton,C001095,1,90.98,
