first_name,birthday,gender,type,state,district,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,votes_with_party_pct,dw_nominate,crp_id,fec_candidate_id
Kay,1943-01-18,F,rep,TX,12.0,Republican,https://kaygranger.house.gov,1026 Longworth HOB; Washington DC 20515-4312,202-225-5071,,http://kaygranger.house.gov/rss.xml,RepKayGranger,RepKayGranger,RepKayGranger,UCsRMtemAkyLh78MPES6gMVQ,G000377,1487.0,N00008799,,45709,400157,334.0,,,29762.0,Kay Granger,97.18,0.39,N00008799,H6TX12060
Charles,1933-09-17,M,sen,IA,,Republican,https://www.grassley.senate.gov,135 Hart Senate Office Building Washington DC 20510,202-224-3744,http://www.grassley.senate.gov/contact,http://grassley.senate.gov/customcf/rss_feed.cfm,ChuckGrassley,grassley,senchuckgrassley,UCiCPRkcLMInpDeOqGkMTt4w,G000386,457.0,N00001758,S153,1167,300048,53293.0,Chuck Grassley,,14226.0,Chuck Grassley,97.32,0.341,N00001758,S0IA00028
Sam,1963-11-07,M,rep,MO,6.0,Republican,https://graves.house.gov,1135 Longworth HOB; Washington DC 20515-2506,202-225-7041,,http://graves.house.gov/common/rss/index.cfm?rss=25,RepSamGraves,118514606128,,,G000546,1656.0,N00013323,,89873,400158,9425.0,,,20124.0,Sam Graves,94.54,0.4320000000000001,N00013323,H0MO06073
Tom,1970-02-03,M,rep,GA,14.0,Republican,https://tomgraves.house.gov,2078 Rayburn HOB; Washington DC 20515-1014,202-225-5211,,http://tomgraves.house.gov/news/rss.aspx,RepTomGraves,reptomgraves,CongressmanGraves,UCBxeA4MWCmfUox57bUTEH0g,G000560,1979.0,N00030788,,11519,412388,31969.0,Tom Graves,,20962.0,Tom Graves,94.55,0.755,N00030788,H0GA09030
Al,1947-09-01,M,rep,TX,9.0,Democrat,https://algreen.house.gov,2347 Rayburn HOB; Washington DC 20515-4309,202-225-7508,,http://algreen.house.gov/rss.xml,RepAlGreen,repalgreen,RepAlGreen,UCFtgMZm1YUXaZ8OtOj-GDjA,G000553,1803.0,N00026686,,1012969,400653,49680.0,Al Green,,20529.0,Al Green (politician),95.13,-0.431,N00026686,H4TX09095
Gene,1947-10-17,M,rep,TX,29.0,Democrat,https://green.house.gov,2470 Rayburn HOB; Washington DC 20515-4329,202-225-1688,,http://green.house.gov/rss.xml,RepGeneGreen,RepGeneGreen,RepGeneGreen,UCc6B7e8ontd_yKsPt_6w2oA,G000410,462.0,N00005870,,26156,400160,27100.0,,,39304.0,Gene Green,90.17,-0.321,N00005870,H2TX29030
H.,1958-03-15,M,rep,VA,9.0,Republican,https://morgangriffith.house.gov,2202 Rayburn HOB; Washington DC 20515-4609,202-225-3861,,http://morgangriffith.house.gov/news/rss.aspx,RepMGriffith,RepMorganGriffith,RepMorganGriffith,UCzxqD7EY_Rdvbc0spbaYkJA,G000568,2070.0,N00032029,,62766,412485,5148.0,Morgan Griffith,,21191.0,Morgan Griffith,93.65,0.534,N00032029,H0VA09055
Raúl,1948-02-19,M,rep,AZ,3.0,Democrat,https://grijalva.house.gov,1511 Longworth HOB; Washington DC 20515-0303,202-225-2435,,http://grijalva.house.gov/common/rss/?rss=13,RepraulGrijalva,Rep.Grijalva,raulgrijalvaaz07,UC8JZLnXS21bhNbcvpoM8O7g,G000551,1708.0,N00025284,,1003551,400162,28253.0,Raul M. Grijalva,,20305.0,Raúl Grijalva,96.3,-0.595,N00025284,H2AZ07070
Brett,1964-02-18,M,rep,KY,2.0,Republican,https://guthrie.house.gov,2434 Rayburn HOB; Washington DC 20515-1702,202-225-3501,,http://guthrie.house.gov/common/rss/?rss=24,RepGuthrie,CongressmanGuthrie,BrettGuthrie,UCdJhDw-YbdH0RHfWK0sIfiw,G000558,1922.0,N00029675,,1031343,412278,18829.0,Brett Guthrie,,20916.0,Brett Guthrie,97.68,0.399,N00029675,H8KY02031
Luis,1953-12-10,M,rep,IL,4.0,Democrat,https://gutierrez.house.gov,2408 Rayburn HOB; Washington DC 20515-1304,202-225-8203,,http://gutierrez.house.gov/rss.xml,RepGutierrez,RepGutierrez,repluisgutierrez,UCLooufcInrRP1FQn_WY9yDA,G000535,478.0,N00004874,,23476,400163,26841.0,Luis V. Gutierrez,,29348.0,Luis Gutiérrez,93.67,-0.483,N00004874,H2IL08039
Gregg,1956-06-01,M,rep,MS,3.0,Republican,https://harper.house.gov,2227 Rayburn HOB; Washington DC 20515-2403,202-225-5031,,http://harper.house.gov/rss.xml,GreggHarper,GreggHarper,congressmanharper,UC9UIowW9bhstVTiMX8znppQ,H001045,1933.0,N00029632,,1031347,412280,101985.0,,,20925.0,Gregg Harper,96.88,0.382,N00029632,H8MS03067
Andy,1957-01-25,M,rep,MD,1.0,Republican,https://harris.house.gov,1533 Longworth HOB; Washington DC 20515-2001,202-225-5311,,http://harris.house.gov/rss.xml,RepAndyHarrisMD,AndyHarrisMD,RepAndyHarris,UCvUuV7FiJfJi1yux4qozgMg,H001052,2026.0,N00029147,,1033464,412434,19157.0,,,21139.0,Andy Harris (politician),96.1,0.596,N00029147,H8MD01094
Vicky,1960-10-13,F,rep,MO,4.0,Republican,https://hartzler.house.gov,2235 Rayburn HOB; Washington DC 20515-2504,202-225-2876,,http://hartzler.house.gov/rss.xml,RepHartzler,Congresswoman.Hartzler,repvickyhartzler,UCAvttUz6qBVEJiFt7p_MZxw,H001053,2032.0,N00031005,,95050,412444,8783.0,Vicky Hartzler,,21149.0,Vicky Hartzler,96.19,0.5,N00031005,H0MO04086
Alcee,1936-09-05,M,rep,FL,20.0,Democrat,https://alceehastings.house.gov,2353 Rayburn HOB; Washington DC 20515-0920,202-225-1313,,http://www.alceehastings.house.gov/news/rss.aspx,RepHastingsFL,95696782238,RepAlceeHastings,UCaXXiR3YjMuPIlIGRGNnm8A,H000324,511.0,N00002884,,1858,400170,26798.0,Alcee L. Hastings,,29337.0,Alcee Hastings,94.33,-0.564,N00002884,H2FL23021
Martin,1971-10-17,M,sen,NM,,Democrat,https://www.heinrich.senate.gov,303 Hart Senate Office Building Washington DC 20510,202-224-5521,http://www.heinrich.senate.gov/contact,,MartinHeinrich,MartinHeinrich,SenMartinHeinrich,UCBxh8IK5sMxY0Ln_0G2NYcg,H001046,1937.0,N00029835,S359,1030686,412281,74517.0,Martin Heinrich,,20930.0,Martin Heinrich,93.39,-0.28300000000000003,N00029835,S2NM00088
Jeb,1957-05-29,M,rep,TX,5.0,Republican,https://hensarling.house.gov,2228 Rayburn HOB; Washington DC 20515-4305,202-225-3484,,http://hensarling.house.gov/atom.xml,RepHensarling,RepHensarling,repjebhensarling,UCjZWXpz6wypzbL8nK0JNEvg,H001036,1749.0,N00024922,,1003619,400175,49827.0,Jeb Hensarling,,20352.0,Jeb Hensarling,97.83,0.7040000000000001,N00024922,H2TX05121
Jaime,1978-11-03,F,rep,WA,3.0,Republican,https://herrerabeutler.house.gov,1107 Longworth HOB; Washington DC 20515-4703,202-225-3536,,http://herrerabeutler.house.gov/news/rss.aspx,HerreraBeutler,herrerabeutler,RepHerreraBeutler,UCJEgiA9clfx0amrQUj0aBTQ,H001056,2071.0,N00031559,,95198,412486,101907.0,,,21187.0,Jaime Herrera Beutler,91.43,0.383,N00031559,H0WA03187
Brian,1959-10-06,M,rep,NY,26.0,Democrat,https://higgins.house.gov,2459 Rayburn HOB; Washington DC 20515-3226,202-225-3306,,http://higgins.house.gov/rss.xml,RepBrianHiggins,RepBrianHiggins,CongressmanHiggins,UCSGbv85HaaYYOrPGePtxwag,H001038,1794.0,N00027060,,1013050,400641,23127.0,Brian Higgins,,20519.0,Brian Higgins,96.4,-0.343,N00027060,H4NY27076
James,1966-07-05,M,rep,CT,4.0,Democrat,https://himes.house.gov,1227 Longworth HOB; Washington DC 20515-0704,202-225-5541,,http://himes.house.gov/rss.xml,JAHimes,CongressmanJimHimes,congressmanhimes,UCCeB6czh6nhCHxOMCk_V4yA,H001047,1913.0,N00029070,,1031341,412282,106744.0,Jim Himes,,20907.0,Jim Himes,94.12,-0.241,N00029070,H8CT04172
Mazie,1947-11-03,F,sen,HI,,Democrat,https://www.hirono.senate.gov,730 Hart Senate Office Building Washington DC 20510,202-224-6361,https://www.hirono.senate.gov/contact,http://www.hirono.senate.gov/rss/feeds/?type=all,MazieHirono,senatorhirono,CongresswomanHirono,UCcoKhxad156flzPYJ8JMFOA,H001042,1844.0,N00028139,S361,91216,412200,1677.0,Mazie K. Hirono,,20713.0,Mazie Hirono,92.94,-0.4920000000000001,N00028139,S2HI00106
John,1957-03-13,M,sen,ND,,Republican,https://www.hoeven.senate.gov,338 Russell Senate Office Building Washington DC 20510,202-224-2551,http://www.hoeven.senate.gov/public/index.cfm/email-the-senator,http://www.hoeven.senate.gov/public/index.cfm/rss/feed,SenJohnHoeven,SenatorJohnHoeven,senatorjohnhoevennd,UC1kQIC2Q_Fq9_NRqdb6eHiw,H001061,2079.0,N00031688,S344,85233,412494,41788.0,John Hoeven,,41107.0,John Hoeven,99.61,0.338,N00031688,S0ND00093
Steny,1939-06-14,M,rep,MD,5.0,Democrat,https://hoyer.house.gov,1705 Longworth HOB; Washington DC 20515-2005,202-225-4131,,http://hoyer.house.gov/index.php?format=feed&amp;type=rss,WhipHoyer,WhipHoyer,LeaderHoyer,UCvxgqX65cdhHNjJn64cgY9g,H000874,566.0,N00001821,,1919,400189,26890.0,Steny Hoyer,,14873.0,Steny Hoyer,96.45,-0.378,N00001821,H2MD05155
Bill,1969-01-31,M,rep,MI,2.0,Republican,https://huizenga.house.gov,2232 Rayburn HOB; Washington DC 20515-2202,202-225-4401,,http://huizenga.house.gov/news/rss.aspx,RepHuizenga,RepHuizenga,RepHuizenga,UCQPlLLiMnysMmeJ5qUSSjQg,H001058,2028.0,N00030673,,1033765,412437,38351.0,Bill Huizenga,,21142.0,Bill Huizenga,96.22,0.636,N00030673,H0MI02094
Randy,1966-03-01,M,rep,IL,14.0,Republican,https://hultgren.house.gov,2455 Rayburn HOB; Washington DC 20515-1314,202-225-2976,,http://hultgren.house.gov/common/rss//index.cfm?rss=49,RepHultgren,RepHultgren,rephultgren,UCJ6Gvza8hdNmUfoaJEN8dbg,H001059,2015.0,N00031104,,62575,412422,18199.0,Randy Hultgren,,21129.0,Randy Hultgren,96.51,0.498,N00031104,H0IL14080
Duncan,1976-12-07,M,rep,CA,50.0,Republican,https://hunter.house.gov,2429 Rayburn HOB; Washington DC 20515-0550,202-225-5672,,http://hunter.house.gov/rss.xml,Rep_Hunter,DuncanHunter,CongressmanHunter,UCV9GfB1e4RILcqb_zXYCDSA,H001048,1909.0,N00029258,,1032398,412283,104308.0,,,20963.0,Duncan D. Hunter,95.83,0.514,N00029258,H8CA52052
John,1944-12-28,M,sen,GA,,Republican,https://www.isakson.senate.gov,131 Russell Senate Office Building Washington DC 20510,202-224-3643,https://www.isakson.senate.gov/public/index.cfm/email-me,http://www.isakson.senate.gov/public/?a=RSS.Feed,SenatorIsakson,,SenatorIsakson,UCO80zDwuLZHtGr-KOfl_XCQ,I000055,1608.0,N00002593,S305,59135,400194,1721.0,Johnny Isakson,,29909.0,Johnny Isakson,98.1,0.404,N00002593,S6GA00119
Darrell,1953-11-01,M,rep,CA,49.0,Republican,https://issa.house.gov,2269 Rayburn HOB; Washington DC 20515-0549,202-225-3906,,http://issa.house.gov/feed/,DarrellIssa,darrellissa,repdarrellissa,UCIGKQn89GEpNJ6fDhXGauyw,I000056,1640.0,N00007017,,90066,400196,16553.0,Darrell Issa,,20107.0,Darrell Issa,96.51,0.509,N00007017,H0CA48024
Sheila,1950-01-12,F,rep,TX,18.0,Democrat,https://jacksonlee.house.gov,2187 Rayburn HOB; Washington DC 20515-4318,202-225-3816,,http://jacksonlee.house.gov/news/rss.aspx,JacksonLeeTX18,CongresswomanSheilaJacksonLee,TX18SJL,UCi_S-mOZaEco2Zb9guf_8Iw,J000032,588.0,N00005818,,36819,400199,21692.0,,,29573.0,Sheila Jackson Lee,94.38,-0.456,N00005818,H4TX18054
Lynn,1963-06-10,F,rep,KS,2.0,Republican,https://lynnjenkins.house.gov,1526 Longworth HOB; Washington DC 20515-1602,202-225-6601,,http://lynnjenkins.house.gov/common/rss/?rss=220,RepLynnJenkins,replynnjenkins,RepLynnJenkins,UCBW06VosGJtZ_wCyGKET5KQ,J000290,1921.0,N00029077,,1030550,412284,18594.0,Lynn Jenkins,,20915.0,Lynn Jenkins,94.15,0.526,N00029077,H8KS02090
Bill,1954-11-10,M,rep,OH,6.0,Republican,https://billjohnson.house.gov,1710 Longworth HOB; Washington DC 20515-3506,202-225-5705,,http://billjohnson.house.gov/constituentservices/opendoorsschedule.htm,RepBillJohnson,RepBillJohnson,RepBillJohnson,UCtF08Ay71haDRoJosRN2P_Q,J000292,2046.0,N00032088,,623472,412460,120649.0,Bill Johnson (Ohio),,21162.0,Bill Johnson (Ohio politician),93.69,0.4370000000000001,N00032088,H0OH06189
Eddie,1935-12-03,F,rep,TX,30.0,Democrat,https://ebjohnson.house.gov,2468 Rayburn HOB; Washington DC 20515-4330,202-225-8885,,http://ebjohnson.house.gov/common/rss//index.cfm?rss=21,RepEBJ,CongresswomanEBJtx30,RepEddieBJohnson,UCVKp8BtjW708H4eXJJQgUYw,J000126,599.0,N00008122,,23352,400204,27098.0,,,39305.0,Eddie Bernice Johnson,95.83,-0.486,N00008122,H2TX00015
Henry,1954-10-02,M,rep,GA,4.0,Democrat,https://hankjohnson.house.gov,2240 Rayburn HOB; Washington DC 20515-1004,202-225-1605,,http://hankjohnson.house.gov/rss.xml,RepHankJohnson,115356957005,RepHankJohnson,UCqMici9I7nz_i-PN7eSYjwQ,J000288,1843.0,N00027848,,1020576,412199,68070.0,"Henry C. Johnson, Jr.",,20712.0,Hank Johnson,94.72,-0.474,N00027848,H6GA04129
Ron,1955-04-08,M,sen,WI,,Republican,https://www.ronjohnson.senate.gov,328 Hart Senate Office Building Washington DC 20510,202-224-5323,https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,http://www.ronjohnson.senate.gov/public/index.cfm/rss/feed,SenRonJohnson,senronjohnson,SenatorRonJohnson,UCG9XyTVtOAs7VX_q_QVHoaw,J000293,2086.0,N00032546,S345,62835,412496,126217.0,Ron Johnson (Wisconsin),,41111.0,Ron Johnson (American politician),97.69,0.594,N00032546,S0WI00197
Sam,1930-10-11,M,rep,TX,3.0,Republican,https://samjohnson.house.gov,2304 Rayburn HOB; Washington DC 20515-4303,202-225-4201,,http://samjohnson.house.gov/news/rss.aspx,SamsPressShop,RepSamJohnson,RepSamJohnson,UCmzL7gzMX6-bgS9HNt8a8TA,J000174,603.0,N00008028,,18711,400206,27079.0,,,29143.0,Sam Johnson,97.35,0.608,N00008028,H2TX03118
Walter,1943-02-10,M,rep,NC,3.0,Republican,https://jones.house.gov,2333 Rayburn HOB; Washington DC 20515-3303,202-225-3415,,http://jones.house.gov/rss.xml,RepWalterJones,15083070102,RepWalterJones,UCZdvBD1F5FXAQyJFD2aTiWA,J000255,612.0,N00002299,,36693,400209,21785.0,Walter B. Jones,,29546.0,Walter B. Jones Jr.,62.65,0.239,N00002299,H2NC01081
Jim,1964-02-17,M,rep,OH,4.0,Republican,https://jordan.house.gov,2056 Rayburn HOB; Washington DC 20515-3504,202-225-2676,,http://jordan.house.gov/news/rss.aspx,Jim_Jordan,repjimjordan,RepJimJordan,UCPFBhS00ivPV585GlnNlyqA,J000289,1868.0,N00027894,,1022879,412226,8158.0,Jim Jordan,,20738.0,Jim Jordan (U.S. politician),93.21,0.7020000000000001,N00027894,H6OH04082
Marcy,1946-06-17,F,rep,OH,9.0,Democrat,https://kaptur.house.gov,2186 Rayburn HOB; Washington DC 20515-3509,202-225-4146,,http://kaptur.house.gov/index.php?format=feed&amp;type=rss,RepMarcyKaptur,RepresentativeMarcyKaptur,USRepMarcyKaptur,UCIJUNf22o09nO02oQPLKQ6w,K000009,616.0,N00003522,,1458,400211,27016.0,,,15029.0,Marcy Kaptur,94.65,-0.349,N00003522,H2OH09031
William,1952-09-06,M,rep,MA,9.0,Democrat,https://keating.house.gov,2351 Rayburn HOB; Washington DC 20515-2109,202-225-3111,,http://keating.house.gov/index.php?format=feed&amp;type=rss,USRepKeating,Congressman.Keating,RepBillKeating,UC7KPV4xdxO2dms9vl6tETmg,K000375,2025.0,N00031933,,61856,412435,4743.0,,,21140.0,Bill Keating (politician),95.04,-0.33,N00031933,H0MA10082
Mike,1948-05-10,M,rep,PA,3.0,Republican,https://kelly.house.gov,1707 Longworth HOB; Washington DC 20515-3803,202-225-5406,,http://kelly.house.gov/rss.xml,MikeKellyPA,191056827594903,repmikekelly,UCoz6u3ooQxoijsWvhoQ0D-A,K000376,2051.0,N00031647,,62696,412465,119463.0,Mike Kelly,,21167.0,Mike Kelly (Pennsylvania politician),95.09,0.319,N00031647,H0PA03271
Ron,1963-03-16,M,rep,WI,3.0,Democrat,https://kind.house.gov,1502 Longworth HOB; Washington DC 20515-4903,202-225-5506,,http://kind.house.gov/common/rss/?rss=52,RepRonKind,repronkind,RepRonKind,UC0_BilariURHwSHf9baGykg,K000188,1498.0,N00004403,,45870,400218,630.0,Ron Kind,,29769.0,Ron Kind,91.57,-0.265,N00004403,H6WI03099
Peter,1944-04-05,M,rep,NY,2.0,Republican,https://peteking.house.gov,339 Cannon HOB; Washington DC 20515-3202,202-225-7896,,http://peteking.house.gov/rss.xml,RepPeteKing,,RepPeterKing,UCbyQC19DsAq01oDBfZn_diw,K000210,635.0,N00001193,,26487,400219,26968.0,Peter T. King,,29375.0,Peter T. King,91.2,0.261,N00001193,H2NY03089
Steve,1949-05-28,M,rep,IA,4.0,Republican,https://steveking.house.gov,2210 Rayburn HOB; Washington DC 20515-1504,202-225-4426,,http://steveking.house.gov/index.php?format=feed&amp;type=rss,SteveKingIA,stevekingia,stevekingia,UCvdJ--cxsVyght3ZDise0mw,K000362,1724.0,N00025237,,1003590,400220,10853.0,Steve King,,20325.0,Steve King,96.18,0.619,N00025237,H2IA05072
Adam,1978-02-27,M,rep,IL,16.0,Republican,https://kinzinger.house.gov,2245 Rayburn HOB; Washington DC 20515-1316,202-225-3635,,http://kinzinger.house.gov/common/rss//index.cfm?rss=49,RepKinzinger,RepKinzinger,RepAdamKinzinger,UCjDHxyjndxxhjuPWyEBc7UA,K000378,2014.0,N00030667,,62573,412421,116559.0,Adam Kinzinger,,21128.0,Adam Kinzinger,90.91,0.272,N00030667,H0IL11052
Raúl,1967-12-08,M,rep,ID,1.0,Republican,https://labrador.house.gov,1523 Longworth HOB; Washington DC 20515-1201,202-225-6611,,http://labrador.house.gov/common/rss//index.cfm?rss=49,Raul_Labrador,raul.r.labrador,RepLabrador,UC1KKgNc0j8CoAGnWEJfhxJA,L000573,2011.0,N00031377,,94987,412419,57391.0,Raul Labrador,,21125.0,Raúl Labrador,95.15,0.7240000000000001,N00031377,H0ID01253
Doug,1954-05-24,M,rep,CO,5.0,Republican,https://lamborn.house.gov,2402 Rayburn HOB; Washington DC 20515-0605,202-225-4422,,http://lamborn.house.gov/news-rss-graphic/news-rss-graphic/,RepDLamborn,CongressmanDougLamborn,CongressmanLamborn,UCaYsGYMniq4nwBBMKFIwsow,L000564,1834.0,N00028133,,1022846,412191,2698.0,Doug Lamborn,,20704.0,Doug Lamborn,96.67,0.69,N00028133,H6CO05159
Leonard,1952-06-25,M,rep,NJ,7.0,Republican,https://lance.house.gov,2352 Rayburn HOB; Washington DC 20515-3007,202-225-5361,,http://lance.house.gov/rss-button/rss-button/,RepLanceNJ7,CongressmanLance,CongressmanLance,UCASO5iqjLfU4jo8xKKZIq8g,L000567,1936.0,N00000898,,1031349,412290,4443.0,,,20929.0,Leonard Lance,86.16,0.342,N00000898,H6NJ12136
James,1964-04-22,M,rep,RI,2.0,Democrat,https://langevin.house.gov,2077 Rayburn HOB; Washington DC 20515-3902,202-225-2735,,http://langevin.house.gov/rss.xml,JimLangevin,CongressmanJimLangevin,jimlangevin,UCQ1sth-7umw1k-fSVqdfRTg,L000559,1668.0,N00009724,,86608,400230,55787.0,Jim Langevin,,20136.0,James Langevin,95.85,-0.376,N00009724,H0RI02139
James,1968-03-04,M,sen,OK,,Republican,https://www.lankford.senate.gov,316 Hart Senate Office Building Washington DC 20510,202-224-5754,http://www.lankford.senate.gov/contact/email,,SenatorLankford,SenatorLankford,SenatorLankford,UCz8T6sK5fEycyWmVz6Vpe5Q,L000575,2050.0,N00031129,S378,1033847,412464,124938.0,James Lankford,,21166.0,James Lankford,96.17,0.562,N00031129,S4OK00232
Rick,1965-06-15,M,rep,WA,2.0,Democrat,https://larsen.house.gov,2113 Rayburn HOB; Washington DC 20515-4702,202-225-2605,,http://larsen.house.gov/rss.xml,RepRickLarsen,RepRickLarsen,congressmanlarsen,UCMv7LsJtiyO4AJcbRux5CxQ,L000560,1675.0,N00009759,,86610,400232,56231.0,,,20145.0,Rick Larsen,96.07,-0.365,N00009759,H0WA02080
John,1948-07-22,M,rep,CT,1.0,Democrat,https://larson.house.gov,1501 Longworth HOB; Washington DC 20515-0701,202-225-2265,,http://www.larson.house.gov/index.php?format=feed&amp;type=rss,RepJohnLarson,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,L000557,1583.0,N00000575,,36596,400233,17188.0,John B. Larson,,29908.0,John B. Larson,95.45,-0.402,N00000575,H8CT01046
Robert,1956-04-18,M,rep,OH,5.0,Republican,https://latta.house.gov,2448 Rayburn HOB; Washington DC 20515-3505,202-225-6405,,http://latta.house.gov/news/rss.aspx,BobLatta,boblatta,CongressmanBobLatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,L000566,1885.0,N00012233,,1028071,412256,9926.0,Robert E. Latta,,20755.0,Bob Latta,96.88,0.517,N00012233,H8OH05036
Patrick,1940-03-31,M,sen,VT,,Democrat,https://www.leahy.senate.gov,437 Russell Senate Office Building Washington DC 20510,202-224-4242,https://www.leahy.senate.gov/contact/,http://www.leahy.senate.gov/rss/feeds/press/,SenatorLeahy,SenatorPatrickLeahy,SenatorPatrickLeahy,UC46QHVobf7FO-tWehsRoDog,L000174,1383.0,N00009918,S057,1552,300065,53353.0,Patrick Leahy,,14307.0,Patrick Leahy,96.48,-0.375,N00009918,S4VT00017
Barbara,1946-07-16,F,rep,CA,13.0,Democrat,https://lee.house.gov,2267 Rayburn HOB; Washington DC 20515-0513,202-225-2661,,http://lee.house.gov/rss.xml,RepBarbaraLee,RepBarbaraLee,RepLee,UCnRgK2MXAQOUau0JXqseeNA,L000551,1501.0,N00008046,,54579,400237,8315.0,,,29778.0,Barbara Lee,94.82,-0.685,N00008046,H8CA09060
Mike,1971-06-04,M,sen,UT,,Republican,https://www.lee.senate.gov/public,361A Russell Senate Office Building Washington DC 20510,202-224-5444,https://www.lee.senate.gov/public/index.cfm/contact,http://www.lee.senate.gov/public/index.cfm/rss/feed,SenMikeLee,senatormikelee,senatormikelee,UCplVxs_j_sLAt0fkplXcl4A,L000577,2080.0,N00031696,S346,9267977,412495,66395.0,Mike Lee,,41110.0,Mike Lee (U.S. politician),90.38,0.921,N00031696,S0UT00165
Sander,1931-09-06,M,rep,MI,9.0,Democrat,https://levin.house.gov,1236 Longworth HOB; Washington DC 20515-2209,202-225-4961,,http://levin.house.gov/rss.xml,RepSandyLevin,RepSandyLevin,mi12yes,UCkVlSO4vhgPTgWYzY29Z7Gg,L000263,683.0,N00003950,,251,400238,26918.0,Sander Levin,,15033.0,Sander Levin,96.06,-0.376,N00003950,H2MI17023
John,1940-02-21,M,rep,GA,5.0,Democrat,https://johnlewis.house.gov,343 Cannon HOB; Washington DC 20515-1005,202-225-3801,,http://johnlewis.house.gov/rss.xml,RepJohnLewis,RepJohnLewis,repjohnlewis,UC_jpkZzdyGhTBGBZ3UTNwjA,L000287,688.0,N00002577,,2528,400240,26820.0,John Lewis (Georgia),,15431.0,John Lewis (civil rights leader),95.28,-0.588,N00002577,H6GA05217
Daniel,1966-07-15,M,rep,IL,3.0,Democrat,https://lipinski.house.gov,2346 Rayburn HOB; Washington DC 20515-1303,202-225-5701,,http://www.lipinski.house.gov/common/rss//index.cfm?rss=25,RepLipinski,repdanlipinski,lipinski03,UC4-dyxzIODTMk1-12QPEpoQ,L000563,1781.0,N00027239,,1013046,400630,33692.0,Daniel Lipinski,,20508.0,Dan Lipinski,90.44,-0.236,N00027239,H4IL03077
Frank,1946-05-12,M,rep,NJ,2.0,Republican,https://lobiondo.house.gov,2427 Rayburn HOB; Washington DC 20515-3002,202-225-6572,,http://lobiondo.house.gov/rss.xml,RepLoBiondo,FrankLoBiondo,USRepFrankLoBiondo,UCXBUOE1MAEUMNIg67sivY9Q,L000554,699.0,N00000851,,30867,400244,21890.0,Frank LoBiondo,,29539.0,Frank LoBiondo,81.94,0.211,N00000851,H2NJ02037
David,1952-12-23,M,rep,IA,2.0,Democrat,https://loebsack.house.gov,1527 Longworth HOB; Washington DC 20515-1502,202-225-6576,,http://loebsack.house.gov/news/rss.aspx,DaveLoebsack,DaveLoebsack,congressmanloebsack,UC0biZWEJAKHctxbmXfXJnOg,L000565,1846.0,N00027741,,1022883,412209,68964.0,Dave Loebsack,,20720.0,Dave Loebsack,93.33,-0.279,N00027741,H6IA02146
Zoe,1947-12-21,F,rep,CA,19.0,Democrat,https://lofgren.house.gov,1401 Longworth HOB; Washington DC 20515-0519,202-225-3072,,http://lofgren.house.gov/index.php?format=feed&amp;type=rss,RepZoeLofgren,zoelofgren,RepZoeLofgren,UCOaQ79adORFcaTuJZoIFuZQ,L000397,701.0,N00007479,,36520,400245,21899.0,Zoe Lofgren,,29504.0,Zoe Lofgren,94.79,-0.401,N00007479,H4CA16049
Billy,1955-08-11,M,rep,MO,7.0,Republican,https://long.house.gov,2454 Rayburn HOB; Washington DC 20515-2507,202-225-6536,,http://long.house.gov/common/rss//index.cfm?rss=49,USRepLong,Rep.Billy.Long,MOdistrict7,UCLQcbyxpHXXAsUJckscQY8g,L000576,2033.0,N00030676,,61880,412445,123401.0,,,21150.0,Billy Long,96.38,0.569,N00030676,H0MO07113
Nita,1937-07-05,F,rep,NY,17.0,Democrat,https://lowey.house.gov,2365 Rayburn HOB; Washington DC 20515-3217,202-225-6506,,http://www.house.gov/common/rss/?rss=18,NitaLowey,RepLowey,nitalowey,UCkmeBYqhbomcWNNWzQCqcbg,L000480,709.0,N00001024,,6110,400246,26982.0,Nita Lowey,,15612.0,Nita Lowey,96.69,-0.389,N00001024,H8NY20056
Frank,1960-01-06,M,rep,OK,3.0,Republican,https://lucas.house.gov,2405 Rayburn HOB; Washington DC 20515-3603,202-225-5565,,http://lucas.house.gov/rss.xml,RepFrankLucas,RepFrankLucas,RepFrankLucas,UCdYZbKY8pkWAThqwC3fdVMg,L000491,711.0,N00005559,,35692,400247,27032.0,Frank D. Lucas,,29393.0,Frank Lucas (Oklahoma politician),95.72,0.362,N00005559,H4OK06056
Blaine,1952-05-07,M,rep,MO,3.0,Republican,https://luetkemeyer.house.gov,2230 Rayburn HOB; Washington DC 20515-2503,202-225-2956,,http://luetkemeyer.house.gov/news/rss.aspx,RepBlainePress,BlaineLuetkemeyer,BLuetkemeyer,UCifiiQclKbBBrkSbCnN6REg,L000569,1931.0,N00030026,,1031348,412292,20400.0,,,20926.0,Blaine Luetkemeyer,96.55,0.447,N00030026,H8MO09153
