"","sigId","categoryId","category_name"
"608",86,38,"AIDS Project Los Angeles"
"609",2034,38,"American Cancer Society California Division, Inc."
"610",1994,38,"Arizona Hospital and Healthcare Association"
"611",538,38,"Texas Public Interest Research Group"
"612",2072,38,"Voices for Children in Nebraska"
"613",321,38,"Smoke Free Maryland Coalition"
"614",1191,38,"New Jersey Public Health Association"
"615",916,39,"American Land Rights Association (formerly League of Private Property Voters)"
"616",157,39,"Housing Action Illinois"
"617",2063,39,"California Alliance to Protect Private Property Rights"
"618",1094,39,"Housing California"
"619",1542,40,"American Immigration Lawyers Association"
"620",1382,40,"Americans for Immigration Control"
"621",74,40,"English First"
"622",300,40,"Federation for American Immigration Reform"
"623",330,40,"National Hispanic Leadership Agenda"
"624",2402,40,"National Iranian American Council"
"625",1270,40,"California Immigrant Policy Center"
"626",2085,40,"Immigration Reform Coalition of Texas"
"627",1598,43,"American Federation of Government Employees"
"628",1161,43,"American Federation of Labor and Congress of Industrial Organizations (AFL-CIO)"
"629",1254,43,"American Federation of State, County & Municipal Employees (AFSCME)"
"630",858,43,"American Postal Workers Union"
"631",1558,43,"American Road & Transportation Builders Association"
"632",1347,43,"Bakery, Confectionery, Tobacco Workers and Grain Millers"
"633",83,41,"Communications Workers of America"
"634",735,41,"International Association of Machinists and Aerospace Workers"
"635",374,43,"International Brotherhood of Boilermakers"
"636",1074,43,"International Brotherhood of Electrical Workers"
"637",1002,43,"International Brotherhood of Teamsters"
"638",2495,43,"National Treasury Employees Union"
"639",149,43,"Service Employees International Union (SEIU)"
"640",847,43,"Transportation Communications Union"
"641",1268,43,"United Auto Workers"
"642",1660,43,"United Electrical Radio and Machine Workers"
"643",463,43,"United Food & Commercial Workers"
"644",1765,43,"Utility Workers Union of America"
"645",2319,43,"Workplace Choice"
"646",69,43,"Florida AFL-CIO"
"647",429,43,"Michigan AFL-CIO"
"648",151,43,"Missouri AFL-CIO"
"649",1160,43,"Montana AFL-CIO"
"650",1203,43,"Montana Public Employees Association"
"651",882,43,"Teamsters Local 190"
"652",1208,43,"Hawaii State AFL-CIO"
"653",1062,43,"Indiana AFL-CIO"
"654",1463,43,"AFSCME Council 5"
"655",426,43,"AFSCME Joint Councils 6, 14, 65, & 96, AFL-CIO"
"656",1235,43,"Minnesota AFL-CIO"
"657",548,43,"Minnesota Association of Professional Employees"
"658",1756,43,"SEIU Minnesota State Council"
"659",931,43,"Connecticut AFL-CIO"
"660",660,43,"Iowa Federation of Labor, AFL-CIO"
"661",467,43,"Illinois AFL-CIO"
"662",1986,43,"Illinois Manufacturers' Association"
"663",1712,43,"Technology & Manufacturing Association"
"664",780,43,"New York AFL-CIO"
"665",2019,43,"Constructors Association of Western Pennsylvania"
"666",1104,43,"Pennsylvania AFL-CIO"
"667",1735,43,"Ohio Federation of Teachers"
"668",1594,43,"California Labor Federation"
"669",1415,43,"Colorado AFL-CIO"
"670",413,43,"American Federation of Teachers - Kansas"
"671",1969,43,"Kansas AFL-CIO"
"672",394,43,"American Federation of Teachers-Oregon"
"673",1575,43,"Oregon AFL-CIO"
"674",1444,43,"SEIU Local 503, Oregon Public Employees Union"
"675",111,43,"West Virginia AFL-CIO"
"676",1300,43,"Wisconsin Professional Police Association"
"677",1457,43,"Washington State Labor Council, AFL-CIO"
"678",1274,43,"Maine AFL-CIO"
"679",456,43,"Massachusetts AFL-CIO"
"680",681,43,"Vermont Livable Wage Campaign"
"681",1428,43,"Vermont State Labor Council, AFL-CIO"
"682",927,43,"Virginia AFL-CIO"
"683",240,16,"National Committee for an Effective Congress"
"684",1497,31,"American Family Association"
"685",1467,31,"Christian Coalition of America"
"686",1513,31,"Eagle Forum"
"687",718,31,"Family Research Council"
"688",182,31,"National Parent Teacher Association"
"689",2117,31,"Christian Family Coalition"
"690",782,31,"Missouri Family Network"
"691",945,31,"Montana Family Foundation"
"692",1439,31,"Children's Defense Fund Minnesota"
"693",16,31,"Minnesota Family Council-Minnesota Family Institute"
"694",214,31,"Family Institute of Connecticut Action"
"695",1852,31,"Capitol Resource Institute"
"696",369,31,"Eagle Forum of Alabama"
"697",2107,31,"Palmetto Family Alliance"
"698",1548,31,"West Virginia Family Foundation"
"699",174,31,"Prevent Child Abuse Wyoming"
"700",1767,31,"Wisconsin Family Action"
"701",1749,31,"Children's Alliance"
"702",469,31,"Children's Campaign Fund"
"703",1861,31,"Cornerstone Policy Research"
"704",396,31,"Progressive Maryland"
"705",550,31,"The Family Foundation of Virginia"
"706",809,31,"Virginia Christian Coalition"
"707",336,31,"Louisiana Family Forum"
"708",1699,47,"Fleet Reserve Association"
"709",192,47,"Military Officers Association of America"
"710",1148,47,"Non Commissioned Officers Association"
"711",392,47,"The Retired Enlisted Association"
"712",1628,61,"Palmetto State Scorecard PAC"
"713",651,52,"Federation of American Societies for Experimental Biology"
"714",282,53,"60 Plus Association"
"715",959,53,"Alliance for Retired Americans"
"716",271,53,"National Committee to Preserve Social Security and Medicare"
"717",1466,53,"National Council of Senior Citizens"
"718",850,53,"United Seniors Association"
"719",141,53,"California Alliance for Retired Americans"
"720",1326,53,"Congress of California Seniors"
"721",753,53,"AARP of Colorado"
"722",1214,53,"Colorado Gerontological Society"
"723",1026,53,"Colorado Senior Lobby"
"724",1285,76,"Equality California"
"725",1918,41,"CNET News"
"726",1717,41,"Computer & Communications Industry Association"
"727",1155,41,"Information Technology Industry Council"
"728",443,41,"The Riverfront Times"
"729",1850,41,"Massachusetts High Technology Council"
"730",1570,64,"Florida Transportation Builders' Association"
"731",186,64,"Automotive Parts and Service Association of Illinois"
"732",1673,67,"Association of Community Organization for Reform Now (ACORN)"
"733",926,67,"Bread for the World"
"734",1744,67,"RESULTS"
"735",1781,67,"Sargent Shriver National Center on Poverty Law"
"736",710,67,"The Partnership for the Homeless"
"737",419,67,"Massachusetts Human Services Coalition"
"738",704,67,"Mississippi Human Services Coalition"
"739",1456,66,"American Veterans"
"740",1336,66,"Disabled American Veterans"
"741",1250,66,"Iraq and Afghanistan Veterans of America"
"742",908,66,"Vietnam Veterans of America"
"743",164,68,"American Association of University Women"
"744",134,68,"Concerned Women for America"
"745",671,68,"The Woman Activist"
"746",319,68,"United States Women's Chamber of Commerce"
"747",1092,68,"Montana Women's Lobby"
"748",930,68,"Minnesota National Organization for Women"
"749",250,68,"California National Organization for Women"
"750",861,68,"Colorado Women's Agenda"
"751",1121,68,"Dads Against Discrimination (Fathers Online)"
"752",1315,68,"Massachusetts National Organization for Women"
