"","full_set_id","member_id","vote_position","bill_id","broke_from_party"
"4690",1931136,"D000604","Yes","hres553-115",0
"4691",1923898,"D000628","Yes","hr2864-115",0
"4692",1930091,"R000592","Yes","hr452-115",0
"4693",1922088,"S000248","No","hr3697-115",0
"4694",1923836,"C000059","Yes","hr2864-115",0
"4695",1930444,"M001200","No","hres562-115",0
"4696",1928827,"W000806","Yes","hr3551-115",0
"4697",1932347,"B001251","No","hres548-115",0
"4698",1920298,"P000609","Yes","hr2061-115",0
"4699",1909346,"N000127","Yes","hr3218-115",0
"4700",1899614,"V000130","Yes","hr1873-115",1
"4701",1925379,"T000477","Yes","hr1698-115",0
"4702",1928765,"S001190","Yes","hr3551-115",0
"4703",1932730,"B001298","Yes","hr965-115",0
"4704",1919799,"K000381","No","hres533-115",0
"4705",1921028,"D000191","Yes","hr3284-115",0
"4706",1921630,"P000197","No","hr3354-115",0
"4707",1930833,"L000557","No","hconres71-115",0
"4708",1926883,"D000610","No","hr732-115",0
"4709",1926785,"A000372","Yes","hr732-115",0
"4710",1930322,"F000372","Yes","hres562-115",0
"4711",1920245,"L000579","Yes","hr2061-115",0
"4712",1899303,"C000754","Yes","hr1873-115",1
"4713",1931034,"Z000017","Yes","hconres71-115",0
"4714",1921858,"D000533","Yes","hr3697-115",0
"4715",1932590,"P000096","No","hres548-115",0
"4716",1914889,"W000187","Yes","hr2210-115",0
"4717",1925976,"B001227","No","hres580-115",0
"4718",1930741,"F000462","No","hconres71-115",0
"4719",1923265,"R000602","No","hres504-115",0
"4720",1923938,"G000568","Yes","hr2864-115",0
"4721",1927000,"L000559","No","hr732-115",0
"4722",1923492,"F000466","Yes","hres500-115",0
"4723",1917844,"C001070","Yes","hr2430-115",0
"4724",1923906,"E000296","Yes","hr2864-115",0
"4725",1923870,"C001087","Yes","hr2864-115",0
"4726",1927419,"L000586","Yes","hr2142-115",0
"4727",1924396,"K000378","Yes","hr3110-115",0
"4728",1930041,"M001160","Yes","hr452-115",0
"4729",1919651,"C000266","Yes","hres533-115",0
"4730",1921446,"D000482","No","hr3354-115",0
"4731",1930850,"L000480","No","hconres71-115",0
"4732",1928029,"Y000063","Yes","hres577-115",0
"4733",1921795,"B001248","Yes","hr3697-115",0
"4734",1929281,"S001180","Yes","s585-115",0
"4735",1922477,"R000486","No","hres513-115",0
"4736",1930385,"K000009","No","hres562-115",0
"4737",1922641,"C001069","Yes","hr2611-115",0
"4738",1906899,"S001195","Yes","hr3219-115",0
"4739",1928668,"M001193","Yes","hr3551-115",0
"4740",1928445,"B001291","Yes","hr3551-115",0
"4741",1928527,"D000617","Yes","hr3551-115",0
"4742",1930111,"S001176","Yes","hr452-115",0
"4743",1927854,"L000562","No","hres577-115",0
"4744",1925857,"R000515","No","hr469-115",0
"4745",1905445,"M001157","Yes","s114-115",0
"4746",1909350,"O000171","Yes","hr3218-115",0
"4747",1927615,"Y000066","Yes","hr2142-115",0
"4748",1923733,"S000583","Yes","hres500-115",0
"4749",1932467,"H001064","No","hres548-115",0
"4750",1919754,"G000535","No","hres533-115",0
"4751",1920597,"H001065","Yes","hr3823-115",0
"4752",1922499,"S001170","No","hres513-115",0
"4753",1923657,"P000601","Yes","hres500-115",0
"4754",1924012,"L000565","Yes","hr2864-115",0
"4755",1933052,"S000185","Yes","hr965-115",0
"4756",1914898,"W000804","Yes","hr2210-115",0
"4757",1913994,"P000611","Yes","hjres76-115",0
"4758",1929271,"R000604","Yes","s585-115",0
"4759",1919361,"J000288","No","hr2824-115",0
"4760",1928985,"C000059","Yes","s585-115",0
"4761",1917902,"R000595","Yes","hr2430-115",0
"4762",1923884,"D000612","Yes","hr2864-115",0
"4763",1927080,"P000597","No","hr732-115",0
"4764",1909694,"L000560","No","s114-115",0
"4765",1920219,"K000391","Yes","hr2061-115",0
"4766",1932292,"W000804","Yes","hr36-115",0
"4767",1923847,"C001109","Yes","hr2864-115",0
"4768",1914086,"W000187","Yes","hjres76-115",0
"4769",1883444,"K000009","Yes","hr2288-115",0
"4770",1930714,"D000616","Yes","hconres71-115",0
"4771",1926814,"B001274","Yes","hr732-115",0
"4772",1913932,"L000480","Yes","hjres76-115",0
"4773",1930646,"B001274","Yes","hconres71-115",0
"4774",1930099,"R000603","Yes","hr452-115",0
"4775",1924326,"F000455","Yes","hr3110-115",0
"4776",1922532,"T000465","No","hres513-115",0
"4777",1924455,"M001194","Yes","hr3110-115",0
"4778",1927604,"W000815","Yes","hr2142-115",0
"4779",1925959,"B001281","No","hres580-115",0
"4780",1927257,"C001084","Yes","hr2142-115",0
"4781",1929878,"D000610","Yes","hr452-115",0
"4782",1921624,"P000609","Yes","hr3354-115",0
"4783",1927530,"R000604","Yes","hr2142-115",0
"4784",1922937,"W000820","Yes","hr2611-115",0
"4785",1927014,"L000397","No","hr732-115",0
"4786",1923204,"M001163","No","hres504-115",0
"4787",1926800,"B000490","No","hr732-115",0
"4788",1918801,"B001286","No","hres538-115",0
"4789",1930143,"S001193","Yes","hr452-115",0
"4790",1931353,"R000582","Yes","hres553-115",0
"4791",1923475,"D000625","Yes","hres500-115",0
"4792",1923210,"M000312","No","hres504-115",0
"4793",1924496,"R000578","Yes","hr3110-115",0
"4794",1922615,"C001097","Yes","hr2611-115",0
"4795",1899625,"W000799","Yes","hr1873-115",1
"4796",1917833,"B001261","Yes","hr2430-115",0
"4797",1921307,"T000475","Yes","hr3284-115",0
"4798",1926223,"N000189","Yes","hres580-115",0
"4799",1917888,"M001176","Yes","hr2430-115",0
"4800",1909705,"L000565","No","s114-115",0
"4801",1919671,"C000754","No","hres533-115",0
"4802",1926214,"M001194","Yes","hres580-115",0
"4803",1926402,"B001297","Yes","hr3898-115",0
"4804",1927891,"N000184","Yes","hres577-115",0
"4805",1930655,"B001286","No","hconres71-115",0
"4806",1925002,"A000371","Yes","hr1698-115",0
"4807",1906654,"E000297","No","hr3219-115",0
"4808",1899397,"H001065","Yes","hr1873-115",0
"4809",1906643,"D000399","No","hr3219-115",0
"4810",1926876,"D000617","No","hr732-115",0
"4811",1921787,"B001274","Yes","hr3697-115",0
"4812",1922109,"S001187","Yes","hr3697-115",0
"4813",1908150,"S001168","Yes","hr3364-115",0
"4814",1906480,"H001041","Yes","hr3364-115",0
"4815",1926733,"S001201","Yes","hr3898-115",0
"4816",1883433,"J000298","Yes","hr2288-115",0
"4817",1906636,"D000604","Yes","hr3219-115",0
"4818",1929876,"D000623","Yes","hr452-115",0
"4819",1932904,"J000174","Yes","hr965-115",0
"4820",1925895,"S001201","No","hr469-115",0
"4821",1905386,"J000255","Yes","s114-115",0
"4822",1921598,"M001181","Yes","hr3354-115",0
"4823",1933382,"M001196","Yes","hr1547-115",0
"4824",1883288,"B001274","Yes","hr2288-115",0
"4825",1917920,"W000802","Yes","hr2430-115",0
"4826",1930225,"B000755","Yes","hres562-115",0
"4827",1919241,"C001093","Yes","hr2824-115",0
"4828",1925029,"B001278","Yes","hr1698-115",0
"4829",1883252,"A000370","Yes","hr2288-115",0
"4830",1924053,"M001202","Yes","hr2864-115",0
"4831",1919207,"B001274","No","hr2824-115",1
"4832",1930415,"L000263","No","hres562-115",0
"4833",1926742,"T000470","Yes","hr3898-115",0
"4834",1926580,"L000559","Yes","hr3898-115",0
"4835",1932185,"P000523","No","hr36-115",0
"4836",1929036,"D000627","Yes","s585-115",0
"4837",1906550,"B001281","No","hr3219-115",0
"4838",1925385,"T000470","Yes","hr1698-115",0
"4839",1932400,"D000627","No","hres548-115",0
"4840",1930877,"M001181","No","hconres71-115",1
"4841",1908133,"R000583","Yes","hr3364-115",0
"4842",1920788,"S000510","No","hr3823-115",0
"4843",1922078,"S001168","No","hr3697-115",0
"4844",1933476,"S001187","Yes","hr1547-115",0
"4845",1928532,"D000616","Yes","hr3551-115",0
"4846",1932147,"M001195","Yes","hr36-115",0
"4847",1909347,"N000188","Yes","hr3218-115",0
"4848",1913710,"B001299","Yes","hjres76-115",0
"4849",1928893,"L000575","Yes","hconres71-115",0
"4850",1926570,"K000378","Yes","hr3898-115",0
"4851",1921617,"N000190","Yes","hr3354-115",0
"4852",1908189,"T000467","Yes","hr3364-115",0
"4853",1926644,"O000171","Yes","hr3898-115",0
"4854",1927241,"B001286","Yes","hr2142-115",0
"4855",1931122,"C001048","Yes","hres553-115",0
"4856",1914600,"D000620","Yes","hr2210-115",0
"4857",1913924,"L000563","Yes","hjres76-115",0
"4858",1925704,"H001059","Yes","hr469-115",0
"4859",1933342,"L000554","Yes","hr1547-115",0
"4860",1925582,"C001080","No","hr469-115",0
"4861",1926134,"J000297","Yes","hres580-115",0
"4862",1922569,"A000055","Yes","hr2611-115",0
"4863",1926518,"G000558","Yes","hr3898-115",0
"4864",1921662,"R000599","No","hr3354-115",0
"4865",1913702,"A000055","Yes","hjres76-115",0
"4866",1860226,"S000244","Yes","hr1117-115",0
"4867",1925341,"R000577","Yes","hr1698-115",0
"4868",1909532,"C001103","Yes","s114-115",0
"4869",1914850,"S001172","Yes","hr2210-115",0
"4870",1924069,"P000096","Yes","hr2864-115",0
"4871",1928598,"H001047","Yes","hr3551-115",0
"4872",1933333,"L000566","Yes","hr1547-115",0
"4873",1918561,"L000581","No","hr3823-115",0
"4874",1909109,"B001290","Yes","hr3218-115",0
"4875",1918901,"G000581","No","hres538-115",0
"4876",1860181,"P000592","Yes","hr1117-115",0
"4877",1930737,"F000461","Yes","hconres71-115",0
"4878",1906533,"Y000064","Yes","hr3364-115",0
"4879",1918113,"J000255","Yes","hr2792-115",0
"4880",1928865,"D000618","Yes","hconres71-115",0
"4881",1932302,"A000370","No","hres548-115",0
"4882",1929854,"C001106","Yes","hr452-115",0
"4883",1929926,"G000553","Yes","hr452-115",0
"4884",1929095,"G000558","Yes","s585-115",0
"4885",1931154,"E000298","Yes","hres553-115",0
"4886",1930653,"B001305","Yes","hconres71-115",0
"4887",1920532,"D000610","No","hr3823-115",0
"4888",1922616,"C001072","Yes","hr2611-115",0
"4889",1932534,"L000584","Yes","hres548-115",0
"4890",1930006,"L000583","Yes","hr452-115",0
"4891",1909884,"Z000017","Yes","s114-115",0
"4892",1909135,"C001084","Yes","hr3218-115",0
"4893",1931905,"B001278","No","hr36-115",0
"4894",1924349,"H001078","Yes","hr3110-115",0
"4895",1905236,"B001285","Yes","s114-115",0
"4896",1914906,"Z000017","Yes","hr2210-115",0
"4897",1926955,"H001074","Yes","hr732-115",0
"4898",1930862,"M001184","No","hconres71-115",1
"4899",1933252,"G000579","Yes","hr1547-115",0
"4900",1920201,"J000289","Yes","hr2061-115",0
"4901",1920193,"J000294","Yes","hr2061-115",0
"4902",1931101,"C001077","Yes","hres553-115",0
"4903",1931435,"W000797","No","hres553-115",0
"4904",1905246,"C001037","Yes","s114-115",0
"4905",1922945,"W000816","Yes","hr2611-115",0
"4906",1921029,"D000197","Yes","hr3284-115",0
"4907",1928748,"R000435","Yes","hr3551-115",0
"4908",1930279,"D000626","Yes","hres562-115",0
"4909",1932225,"S000185","No","hr36-115",0
"4910",1922977,"B001302","Yes","hres504-115",0
"4911",1929924,"G000577","Yes","hr452-115",0
"4912",1920246,"L000480","Yes","hr2061-115",0
"4913",1883492,"M001193","Yes","hr2288-115",0
"4914",1920186,"H001058","Yes","hr2061-115",0
"4915",1927649,"B001290","Yes","hres577-115",0
"4916",1919900,"P000523","No","hres533-115",0
"4917",1922321,"H001056","Yes","hres513-115",0
"4918",1933309,"J000295","Yes","hr1547-115",0
"4919",1926384,"B001293","Yes","hr3898-115",0
"4920",1928457,"B000490","Yes","hr3551-115",0
"4921",1883293,"B001297","Yes","hr2288-115",0
"4922",1926437,"C000754","Yes","hr3898-115",0
"4923",1925140,"G000580","Yes","hr1698-115",0
"4924",1931246,"K000387","Yes","hres553-115",0
"4925",1860242,"S001200","Yes","hr1117-115",0
"4926",1920515,"C000984","No","hr3823-115",0
"4927",1927877,"M001137","No","hres577-115",0
"4928",1920365,"S001191","Yes","hr2061-115",0
"4929",1929313,"T000193","Yes","s585-115",0
"4930",1931055,"B001257","Yes","hres553-115",0
"4931",1922828,"N000127","Yes","hr2611-115",0
"4932",1899322,"D000216","No","hr1873-115",0
"4933",1926062,"E000215","No","hres580-115",0
"4934",1914103,"Z000017","Yes","hjres76-115",0
"4935",1927519,"R000435","Yes","hr2142-115",0
"4936",1926101,"G000568","Yes","hres580-115",0
"4937",1914586,"C001069","Yes","hr2210-115",0
"4938",1930854,"L000570","No","hconres71-115",0
"4939",1908041,"L000563","Yes","hr3364-115",0
"4940",1925543,"B001257","Yes","hr469-115",0
"4941",1923587,"L000559","No","hres500-115",0
"4942",1908209,"W000819","Yes","hr3364-115",0
"4943",1919129,"T000193","No","hres538-115",0
"4944",1909874,"W000808","No","s114-115",0
"4945",1914852,"S000583","Yes","hr2210-115",0
"4946",1925239,"L000579","Yes","hr1698-115",0
"4947",1927300,"D000610","Yes","hr2142-115",0
"4948",1923447,"C000754","No","hres500-115",0
"4949",1919108,"S001148","Yes","hres538-115",0
"4950",1920678,"M001157","Yes","hr3823-115",0
"4951",1926287,"S001145","No","hres580-115",0
"4952",1909125,"C001097","Yes","hr3218-115",0
"4953",1928997,"C001080","Yes","s585-115",0
"4954",1922074,"R000604","Yes","hr3697-115",0
"4955",1923225,"M001190","Yes","hres504-115",0
"4956",1927827,"K000392","Yes","hres577-115",0
"4957",1923259,"Q000023","No","hres504-115",0
"4958",1929103,"H001064","Yes","s585-115",0
"4959",1924048,"M001194","Yes","hr2864-115",0
"4960",1922859,"R000586","Yes","hr2611-115",0
"4961",1927068,"P000034","No","hr732-115",0
"4962",1913787,"C001107","Yes","hjres76-115",0
"4963",1933040,"R000515","Yes","hr965-115",0
"4964",1913802,"D000610","Yes","hjres76-115",0
"4965",1923254,"P000607","No","hres504-115",0
"4966",1923233,"N000127","No","hres504-115",0
"4967",1860252,"T000460","Yes","hr1117-115",0
"4968",1917937,"B000213","Yes","hr2792-115",0
"4969",1860125,"M001158","Yes","hr1117-115",0
"4970",1923925,"G000563","Yes","hr2864-115",0
"4971",1928928,"T000476","Yes","hconres71-115",0
"4972",1925401,"W000791","Yes","hr1698-115",0
"4973",1925175,"H001065","Yes","hr1698-115",0
"4974",1928923,"S000770","No","hconres71-115",0
"4975",1927231,"B001227","Yes","hr2142-115",0
"4976",1929843,"C001093","Yes","hr452-115",0
"4977",1929002,"C001061","Yes","s585-115",0
"4978",1933098,"W000798","Yes","hr965-115",0
"4979",1919064,"R000578","Yes","hres538-115",0
"4980",1914707,"K000210","Yes","hr2210-115",0
"4981",1922051,"R000606","No","hr3697-115",0
"4982",1921238,"R000585","Yes","hr3284-115",0
"4983",1920124,"D000533","Yes","hr2061-115",0
"4984",1921158,"L000554","Yes","hr3284-115",0
"4985",1921123,"J000295","Yes","hr3284-115",0
"4986",1917955,"B001227","No","hr2792-115",0
"4987",1921513,"H001058","Yes","hr3354-115",0
"4988",1926731,"S001192","Yes","hr3898-115",0
"4989",1926243,"P000608","No","hres580-115",0
"4990",1922812,"M001181","Yes","hr2611-115",0
"4991",1925409,"W000814","Yes","hr1698-115",0
"4992",1923393,"B001250","Yes","hres500-115",0
"4993",1917896,"P000595","Yes","hr2430-115",0
"4994",1919453,"N000127","No","hr2824-115",0
"4995",1924234,"B001285","Yes","hr3110-115",0
"4996",1932975,"M001189","Yes","hr965-115",0
"4997",1923025,"C001068","No","hres504-115",0
"4998",1913714,"B000213","Yes","hjres76-115",0
"4999",1927308,"D000628","Yes","hr2142-115",0
"5000",1920442,"B000213","Yes","hr3823-115",0
"5001",1919925,"R000599","No","hres533-115",0
"5002",1919348,"H000874","No","hr2824-115",0
"5003",1927928,"R000588","No","hres577-115",0
"5004",1929834,"C001084","Yes","hr452-115",0
"5005",1920648,"L000586","Yes","hr3823-115",1
"5006",1930327,"G000574","No","hres562-115",0
"5007",1929855,"C001069","Yes","hr452-115",0
"5008",1860161,"N000181","Yes","hr1117-115",0
"5009",1925109,"D000482","Yes","hr1698-115",0
"5010",1920649,"L000551","No","hr3823-115",0
"5011",1931103,"C001053","Yes","hres553-115",0
"5012",1927957,"S001180","No","hres577-115",0
"5013",1921478,"G000552","Yes","hr3354-115",0
"5014",1926530,"H001077","Yes","hr3898-115",0
"5015",1920516,"C001107","Yes","hr3823-115",0
"5016",1926164,"L000578","Yes","hres580-115",0
"5017",1918885,"F000454","No","hres538-115",0
"5018",1919458,"O000170","No","hr2824-115",0
"5019",1920761,"R000577","No","hr3823-115",0
"5020",1930620,"B001299","Yes","hconres71-115",0
"5021",1928741,"R000582","Yes","hr3551-115",0
"5022",1909403,"S001145","Yes","hr3218-115",0
"5023",1919238,"C001077","Yes","hr2824-115",0
"5024",1920295,"O000168","Yes","hr2061-115",0
"5025",1925544,"B000490","No","hr469-115",0
"5026",1931042,"B001291","Yes","hres553-115",0
"5027",1923487,"E000293","No","hres500-115",0
"5028",1914837,"S001189","Yes","hr2210-115",0
"5029",1914724,"L000263","Yes","hr2210-115",0
"5030",1930491,"P000611","Yes","hres562-115",0
"5031",1918807,"C001097","No","hres538-115",0
"5032",1926141,"J000289","Yes","hres580-115",0
"5033",1930005,"L000397","Yes","hr452-115",0
"5034",1921309,"T000463","Yes","hr3284-115",0
"5035",1925527,"A000367","Yes","hr469-115",0
"5036",1919782,"J000297","Yes","hres533-115",0
"5037",1920995,"C001091","Yes","hr3284-115",0
"5038",1923480,"D000628","Yes","hres500-115",0
"5039",1926503,"G000552","Yes","hr3898-115",0
"5040",1925958,"B001270","No","hres580-115",0
"5041",1926338,"V000108","No","hres580-115",0
"5042",1929941,"H001056","Yes","hr452-115",0
"5043",1930644,"B000755","Yes","hconres71-115",0
"5044",1924045,"M001181","Yes","hr2864-115",0
"5045",1923434,"C001061","No","hres500-115",0
"5046",1926500,"G000580","Yes","hr3898-115",0
"5047",1923001,"B001248","Yes","hres504-115",0
"5048",1926601,"L000570","Yes","hr3898-115",0
"5049",1923669,"P000258","No","hres500-115",0
"5050",1909353,"P000034","Yes","hr3218-115",0
"5051",1921063,"F000372","Yes","hr3284-115",0
"5052",1930975,"S001195","Yes","hconres71-115",0
"5053",1899570,"S001189","Yes","hr1873-115",0
"5054",1918421,"C001087","Yes","hr3823-115",0
"5055",1933362,"M001163","Yes","hr1547-115",0
"5056",1899502,"N000184","Yes","hr1873-115",0
"5057",1906573,"B001304","No","hr3219-115",0
"5058",1908205,"V000108","Yes","hr3364-115",0
"5059",1909712,"L000491","Yes","s114-115",0
"5060",1926962,"I000056","Yes","hr732-115",0
"5061",1919657,"C001049","No","hres533-115",0
"5062",1933076,"S001193","Yes","hr965-115",0
"5063",1926139,"J000174","Yes","hres580-115",0
"5064",1928523,"D000191","Yes","hr3551-115",0
"5065",1927797,"J000298","No","hres577-115",0
"5066",1932344,"B001305","Yes","hres548-115",0
"5067",1919890,"P000605","Yes","hres533-115",0
"5068",1921376,"B000755","Yes","hr3354-115",0
"5069",1917842,"C000141","Yes","hr2430-115",0
"5070",1883310,"C000266","Yes","hr2288-115",0
"5071",1923855,"C001077","Yes","hr2864-115",0
"5072",1909358,"P000604","Yes","hr3218-115",0
"5073",1859976,"D000096","Yes","hr1117-115",0
"5074",1919770,"H000874","No","hres533-115",0
"5075",1918539,"K000379","No","hr3823-115",0
"5076",1918341,"A000055","Yes","hr3823-115",0
"5077",1918171,"M001163","No","hr2792-115",0
"5078",1907847,"B001283","Yes","hr3364-115",0
"5079",1930008,"L000579","Yes","hr452-115",0
"5080",1930315,"F000459","Yes","hres562-115",0
"5081",1927492,"P000608","Yes","hr2142-115",0
"5082",1919029,"N000015","No","hres538-115",0
"5083",1913897,"K000389","Yes","hjres76-115",0
"5084",1921596,"M001197","Yes","hr3354-115",0
"5085",1932315,"B000213","Yes","hres548-115",0
"5086",1909829,"S000522","Yes","s114-115",0
"5087",1932515,"L000585","Yes","hres548-115",0
"5088",1909524,"B001286","No","s114-115",0
"5089",1918080,"G000535","No","hr2792-115",0
"5090",1930260,"C001092","Yes","hres562-115",0
"5091",1933239,"F000465","Yes","hr1547-115",0
"5092",1909288,"L000559","Yes","hr3218-115",0
"5093",1921713,"T000469","No","hr3354-115",0
"5094",1919766,"H001072","Yes","hres533-115",0
"5095",1859969,"C001038","Yes","hr1117-115",0
"5096",1906585,"C001112","No","hr3219-115",0
"5097",1931361,"R000580","Yes","hres553-115",0
"5098",1927095,"R000597","Yes","hr732-115",0
"5099",1926172,"L000263","No","hres580-115",0
"5100",1921372,"B001278","No","hr3354-115",0
"5101",1927151,"S001192","Yes","hr732-115",0
"5102",1918606,"M001201","Yes","hr3823-115",0
"5103",1925065,"C001077","Yes","hr1698-115",0
"5104",1919323,"G000560","Yes","hr2824-115",0
"5105",1919981,"U000031","Yes","hres533-115",0
"5106",1927144,"S000522","Yes","hr732-115",0
"5107",1917862,"F000463","Yes","hr2430-115",0
"5108",1906762,"L000551","No","hr3219-115",0
"5109",1921209,"N000188","Yes","hr3284-115",0
"5110",1913904,"K000378","Yes","hjres76-115",0
"5111",1923691,"R000409","Yes","hres500-115",0
"5112",1922742,"J000292","Yes","hr2611-115",0
"5113",1920979,"B001260","Yes","hr3284-115",0
"5114",1930745,"G000571","No","hconres71-115",0
"5115",1860063,"J000294","Yes","hr1117-115",0
"5116",1933325,"K000392","Yes","hr1547-115",0
"5117",1906855,"R000591","Yes","hr3219-115",0
"5118",1923648,"N000189","Yes","hres500-115",0
"5119",1925299,"P000593","Yes","hr1698-115",0
"5120",1921043,"D000615","Yes","hr3284-115",0
"5121",1922491,"S001183","Yes","hres513-115",0
"5122",1922683,"F000450","Yes","hr2611-115",0
"5123",1932016,"G000559","No","hr36-115",0
"5124",1907945,"G000578","Yes","hr3364-115",0
"5125",1929893,"E000298","Yes","hr452-115",0
"5126",1909284,"L000585","Yes","hr3218-115",0
"5127",1920472,"B001251","No","hr3823-115",0
"5128",1923495,"F000449","Yes","hres500-115",0
"5129",1922947,"W000795","Yes","hr2611-115",0
"5130",1899430,"K000188","Yes","hr1873-115",1
"5131",1920749,"R000608","Yes","hr3823-115",1
"5132",1925805,"N000188","No","hr469-115",0
"5133",1909438,"T000193","Yes","hr3218-115",0
"5134",1932754,"B000755","Yes","hr965-115",0
"5135",1920585,"H001045","Yes","hr3823-115",0
"5136",1933391,"N000127","Yes","hr1547-115",0
"5137",1923349,"W000820","Yes","hres504-115",0
"5138",1925325,"R000592","Yes","hr1698-115",0
"5139",1918052,"F000450","Yes","hr2792-115",0
"5140",1899515,"P000604","No","hr1873-115",0
"5141",1931156,"E000296","No","hres553-115",0
"5142",1920600,"H001067","Yes","hr3823-115",0
"5143",1932521,"L000557","No","hres548-115",0
"5144",1923241,"P000034","No","hres504-115",0
"5145",1928917,"S001197","Yes","hconres71-115",0
"5146",1927627,"B001299","Yes","hres577-115",0
"5147",1926851,"C001062","Yes","hr732-115",0
"5148",1920574,"G000560","Yes","hr3823-115",0
"5149",1922519,"S001193","No","hres513-115",0
"5150",1926468,"D000399","Yes","hr3898-115",0
"5151",1925322,"R000575","Yes","hr1698-115",0
"5152",1921921,"H001068","No","hr3697-115",0
"5153",1932952,"L000562","Yes","hr965-115",0
"5154",1919790,"K000386","Yes","hres533-115",0
"5155",1883526,"N000179","Yes","hr2288-115",0
"5156",1925612,"C001107","Yes","hr469-115",0
"5157",1927495,"P000606","Yes","hr2142-115",0
"5158",1920150,"G000584","Yes","hr2061-115",0
"5159",1922434,"N000190","Yes","hres513-115",0
"5160",1920211,"K000390","Yes","hr2061-115",0
"5161",1909761,"P000096","No","s114-115",0
"5162",1913968,"N000189","Yes","hjres76-115",0
"5163",1924174,"W000820","Yes","hr2864-115",0
"5164",1860111,"L000565","Yes","hr1117-115",0
"5165",1906663,"F000461","Yes","hr3219-115",0
"5166",1923556,"J000299","Yes","hres500-115",0
"5167",1926100,"G000410","No","hres580-115",0
"5168",1918681,"S001190","Yes","hr3823-115",1
"5169",1913892,"K000375","Yes","hjres76-115",0
"5170",1930828,"L000578","Yes","hconres71-115",0
"5171",1921155,"L000587","Yes","hr3284-115",0
"5172",1926057,"D000533","Yes","hres580-115",0
"5173",1914729,"L000554","Yes","hr2210-115",0
"5174",1930675,"C001061","No","hconres71-115",0
"5175",1920169,"H001045","Yes","hr2061-115",0
"5176",1918013,"D000096","No","hr2792-115",0
"5177",1924120,"S001180","Yes","hr2864-115",0
"5178",1918084,"H001052","Yes","hr2792-115",0
"5179",1919932,"S000051","Yes","hres533-115",0
"5180",1919539,"S001200","No","hr2824-115",0
"5181",1927759,"G000289","Yes","hres577-115",0
"5182",1929947,"H001065","Yes","hr452-115",0
"5183",1923962,"J000032","Yes","hr2864-115",0
"5184",1929818,"B001248","Yes","hr452-115",0
"5185",1927870,"M001156","Yes","hres577-115",0
"5186",1927730,"E000215","No","hres577-115",0
"5187",1920043,"B001295","Yes","hr2061-115",0
"5188",1930021,"M001199","Yes","hr452-115",0
"5189",1909132,"C000266","Yes","hr3218-115",0
"5190",1927883,"M001160","No","hres577-115",0
"5191",1927859,"M001179","Yes","hres577-115",0
"5192",1914666,"H000324","Yes","hr2210-115",0
"5193",1927204,"A000055","Yes","hr2142-115",0
"5194",1932310,"B001298","Yes","hres548-115",0
"5195",1933067,"S000522","Yes","hr965-115",0
"5196",1909329,"M001197","Yes","hr3218-115",0
"5197",1921060,"F000454","Yes","hr3284-115",0
"5198",1930199,"A000375","Yes","hres562-115",0
"5199",1914806,"R000578","Yes","hr2210-115",0
"5200",1929877,"D000616","Yes","hr452-115",0
"5201",1933068,"S000583","Yes","hr965-115",0
"5202",1883369,"E000179","Yes","hr2288-115",0
"5203",1923970,"J000126","Yes","hr2864-115",0
"5204",1913853,"G000568","Yes","hjres76-115",0
"5205",1926957,"H001067","Yes","hr732-115",0
"5206",1932179,"P000606","Yes","hr36-115",0
"5207",1930451,"M001187","Yes","hres562-115",0
"5208",1919062,"R000601","Yes","hres538-115",0
"5209",1926498,"G000574","Yes","hr3898-115",0
"5210",1918517,"H001058","Yes","hr3823-115",0
"5211",1926224,"N000184","Yes","hres580-115",0
"5212",1906629,"D000191","No","hr3219-115",0
"5213",1919825,"L000554","Yes","hres533-115",0
"5214",1909167,"D000216","Yes","hr3218-115",0
"5215",1923780,"W000795","Yes","hres500-115",0
"5216",1920231,"L000581","Yes","hr2061-115",0
"5217",1928978,"B001297","Yes","s585-115",0
"5218",1931900,"B001273","Yes","hr36-115",0
"5219",1926002,"C001109","Yes","hres580-115",0
"5220",1920358,"S000248","Yes","hr2061-115",0
"5221",1918419,"C001069","No","hr3823-115",0
"5222",1921481,"G000289","Yes","hr3354-115",0
"5223",1926847,"C001093","Yes","hr732-115",0
"5224",1919619,"B001243","Yes","hres533-115",0
"5225",1927359,"H001053","Yes","hr2142-115",0
"5226",1923677,"P000523","No","hres500-115",0
"5227",1914653,"G000560","Yes","hr2210-115",0
"5228",1906716,"H001048","Yes","hr3219-115",0
"5229",1923990,"K000387","Yes","hr2864-115",0
"5230",1914856,"S001175","Yes","hr2210-115",0
"5231",1923510,"G000585","No","hres500-115",0
"5232",1928510,"C001106","Yes","hr3551-115",0
"5233",1929355,"Y000033","Yes","s585-115",0
"5234",1923448,"C001110","No","hres500-115",0
"5235",1919485,"R000586","Yes","hr2824-115",0
"5236",1883629,"T000470","Yes","hr2288-115",0
"5237",1923900,"E000294","Yes","hr2864-115",0
"5238",1927088,"Q000023","No","hr732-115",0
"5239",1913900,"K000381","Yes","hjres76-115",0
"5240",1906859,"R000409","Yes","hr3219-115",0
"5241",1918931,"H001067","Yes","hres538-115",0
"5242",1933038,"R000487","Yes","hr965-115",0
"5243",1919536,"S000583","Yes","hr2824-115",0
"5244",1928652,"L000263","Yes","hr3551-115",0
"5245",1933515,"W000804","Yes","hr1547-115",0
